_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
106,1075,527,IRELAND PARK,Park,None,5 EIREANN QUAY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1075/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.395913468824, 43.6346455962574]]}"
107,107,580,KEW GARDENS,Park,"Ball Diamond, Dog Off-Leash Area, Outdoor Dry Pad, Pickleball Court, Picnic Site, Playground, Washroom",2075 QUEEN ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/107/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2983359277853, 43.6681698404802]]}"
108,2277,303,DUNDAS - WATKINSON PARKETTE,Park,Playground,2742 DUNDAS ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2277/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4606117073815, 43.6652924194185]]}"
109,2158,301,DUNDAS PARKETTE,Park,None,155 BOULTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2158/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3480083465553, 43.6634121149239]]}"
110,737,866,REGENTS PARK,Park,"Playground, Sports Field",115 WESTBOURNE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/737/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2912513238342, 43.7067762814152]]}"
111,2372,1349,HILLHURST PARKETTE,Park,None,254 HILLHURST BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2372/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4271553955238, 43.7091298205798]]}"
112,1879,526,IONVIEW PARK,Park,Playground,110 IONVIEW RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1879/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.275283139122, 43.7390837454766]]}"
113,2275,298,DUNCAIRN PARK,Park,Playground,71 DUNCAIRN RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2275/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3501259805113, 43.7408670918647]]}"
114,2565,882,ROBERT HICKS PARK,Park,Playground,39 ROBERT HICKS DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2565/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4533236543732, 43.7723803366189]]}"
115,2123,68,BAYHAMPTON PARKETTE,Park,Playground,7 BAYHAMPTON CRT,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2123/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4576102351454, 43.7683793028644]]}"
116,1095,841,PRINCESS STREET PARK,Park,None,18 A PRINCESS ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1095/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3660133150147, 43.648202063451]]}"
117,471,681,MARILYN BELL PARK,Park,Disc Golf,1095 LAKE SHORE BLVD W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/471/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4301797006989, 43.6307757059226]]}"
118,875,545,JEFF HEALEY PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court",1 DELROY DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/875/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4949226189368, 43.6302407004926]]}"
119,2644,1504,SEVILLE AVENUE PARKETTE,Park,None,10 SEVILLE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2644/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5606922278384, 43.6320300665103]]}"
120,996,1136,WINDWOOD PARK,Park,Playground,38 WINDWOOD DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/996/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.6059450679951, 43.7320922700189]]}"
121,2650,1263,DELAHAYE PARKETTE,Park,None,29 TOURAINE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2650/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4405924337315, 43.7332135591432]]}"
122,317,689,MATT COHEN PARK,Park,None,725 SPADINA AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/317/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4032967999521, 43.6662996488019]]}"
123,148,912,SACKVILLE PLAYGROUND,Park,Playground,420 KING ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/148/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3606680619286, 43.6546069629671]]}"
124,3636,58305,DON MILLS LOCAL PARK,Park,Playground,69 THE DONWAY W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3636/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3452355680189, 43.7322832908552]]}"
125,230,1492,ROXTON ROAD PARKETTE,Park,None,45 ROXTON RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/230/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4195752962198, 43.6506896739579]]}"
126,1482,1536,THACKERAY PARK,Park,Cricket Pitch Field,2955 KIPLING AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1482/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5852987613617, 43.7613530195409]]}"
127,2169,1207,BRIAR HILL - CHAPLIN PARK,Park,None,648 A BRIAR HILL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2169/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.42598446103, 43.7084377079288]]}"
128,2321,162,CATARAQUI PARK,Park,Playground,15 FIRVALLEY CRT,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2321/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2797773723676, 43.7011938456455]]}"
129,1865,28873,WARDEN HILLTOP COMMUNITY CENTRE PARK,Park,"Basketball Court, Playground",25 MENDELSSOHN ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1865/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2802703527895, 43.7149711074621]]}"
130,2225,1244,CONLANDS PARKETTE,Park,None,7 CONLAND AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2225/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4525251187325, 43.7174776210594]]}"
131,2310,359,FALSTAFF PARK,Park,"Basketball Court, Playground",50 FALSTAFF AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2310/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5034249357297, 43.7167379572591]]}"
132,2672,1092,WAYNE PARKETTE,Park,Playground,50 WAYNE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2672/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.296240303185, 43.7390481814211]]}"
133,492,1123,WILKET CREEK PARK,Park,"Firepit, Picnic Site, Washroom",1100 LESLIE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/492/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3537856261632, 43.7236346915012]]}"
134,2184,1215,CAMBORNE PARKETTE,Park,None,110 CAMBORNE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2184/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4977190985373, 43.733474438311]]}"
135,724,747,MURISON PARK,Park,"Ball Diamond, Playground, Sports Field",99 MURISON BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/724/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2060272129558, 43.7979908104814]]}"
136,2630,1008,SUNFIELD PARK,Park,None,144 SUNFIELD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2630/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4920556482199, 43.7433005401982]]}"
137,2018,1061,TRUDELLE STREET PARK,Park,Basketball Court,55 TRUDELLE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2018/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2420754689163, 43.7394848479853]]}"
138,669,420,GLEN RAVINE PARK,Park,"Outdoor Fitness Equipment, Sports Field",50 GILDER DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/669/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2558446104324, 43.7380863172688]]}"
139,2474,1113,WESTON VILLAGE PARKETTE,Park,None,7 MEADOW OAK PL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2474/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5278113368265, 43.7096653490922]]}"
140,2105,1595,WOODROW PARK,Park,Playground,260 AYLESWORTH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2105/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2625773682783, 43.7054864434137]]}"
141,3744,76604,GLENGROVE AVE PARK,Park,None,701 GLENGROVE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3744/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4448471814006, 43.7103723326067]]}"
142,2676,1112,WESTON VILLAGE PARK,Park,Playground,99 WEST OAK CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2676/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5301389942422, 43.7113927861297]]}"
143,939,32,AMOS WAITES PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground, Washroom",2441 LAKE SHORE BLVD W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/939/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4883233106039, 43.6133543704603]]}"
144,2596,1632,BAYVIEW PARKETTE,Park,None,502 SHEPPARD AVE E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2596/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3884905886796, 43.7667596956808]]}"
145,2798,45082,DUNFIELD PARK,Park,Playground,35 DUNFIELD AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2798/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3943348155858, 43.7052847555408]]}"
146,2313,428,GOLF CLUB PARKETTE,Park,Playground,100 FERNCROFT DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2313/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2769833938452, 43.6890843255322]]}"
147,1019,1272,DOWNSVIEW MEMORIAL PARKETTE,Park,None,1092 WILSON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1019/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.481393220381, 43.727157797196]]}"
148,1009,195,CHESTNUT HILLS PARK,Park,Playground,1391 ISLINGTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1009/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5275140539898, 43.6555350692396]]}"
149,141,720,MILNER PARKETTE,Park,None,675 CHURCH ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/141/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3835935956195, 43.6722577071701]]}"
150,3612,46402,LAWREN HARRIS SQUARE,Park,None,150 BAYVIEW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3612/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3541864540851, 43.6549563498529]]}"
151,2300,1734,ELWARD - MANSION PARKETTE,Park,None,35 MANSION AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2300/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2809917222434, 43.6911275474704]]}"
152,470,1210,BROOKFIELD PARKETTE,Park,None,27 BROOKFIELD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/470/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4007871050892, 43.7409608273782]]}"
153,468,293,DOWNSVIEW DELLS PARK,Park,"Firepit, Picnic Site, Washroom",2515 JANE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/468/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4982635714345, 43.7365994040218]]}"
154,1955,505,HUMBER ARBORETUM,Park,"Cricket Pitch Field, Outdoor Fitness Equipment, Sports Field",955 HUMBERWOOD BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1955/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.6131163069575, 43.7271380311721]]}"
155,554,337,ELM PARK - NORTH YORK,Park,"Playground, Sports Field",230 GOSFORD BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/554/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5252216428674, 43.7698864155712]]}"
156,709,776,OAKDALE PARK,Park,"Basketball Court, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Playground",350 GRANDRAVINE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/709/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5133103790947, 43.7481008099483]]}"
157,361,64,BARTLETT PARKETTE,Park,Outdoor Dry Pad,160 GEARY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/361/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.436344115297, 43.6703515818405]]}"
158,94,522,HURON - WASHINGTON PARKETTE,Park,Playground,420 HURON ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/94/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4015094078356, 43.6662280743834]]}"
159,1468,638,LITTLE TRINITY CHURCH LANDS,Park,Playground,417 KING ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1468/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3621321278792, 43.6529734889692]]}"
160,72,388,FRED HAMILTON PLAYGROUND,Park,"Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Washroom",155 ROXTON RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/72/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.420232876058, 43.652964642994]]}"
161,263,81,BELLEVUE SQUARE PARK,Park,"Outdoor Fitness Equipment, Playground, Washroom",5 BELLEVUE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/263/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4023274975012, 43.653508875721]]}"
162,1431,438,GRANGE PARK,Park,"Dog Off-Leash Area, Playground, Washroom",26 GRANGE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1431/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3922149631286, 43.652445846292]]}"
163,842,350,ETOBICOKE VALLEY PARK,Park,"Ball Diamond, Playground, Washroom",615 HORNER AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/842/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5531854227864, 43.5981888200441]]}"
164,761,997,STANLEY PARK ,Park,"Ball Diamond, Tennis Court",27 STANLEY RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/761/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5154063673252, 43.7419026903184]]}"
165,2685,1131,WILSON HEIGHTS PARK,Park,None,325 WILSON HEIGHTS BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2685/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4511126441609, 43.7412397674427]]}"
166,497,571,KEELESDALE PARK,Park,Sports Field,95 BLACK CREEK DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/497/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4800118522546, 43.6867768684201]]}"
167,214,1001,STEPHENSON PARK,Park,"Ball Diamond, Firepit, Outdoor Ping Pong/Table Tennis, Pickleball Court, Playground",61 STEPHENSON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/214/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.303631745989, 43.6859834485914]]}"
168,1021,1011,SUNNYLEA PARK,Park,"Pickleball Court, Playground, Tennis Court",195 PRINCE EDWARD DR S,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1021/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5016309489152, 43.6415571078008]]}"
169,49,686,MASARYK PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",212 COWAN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/49/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4331286548139, 43.6403042642431]]}"
170,369,1242,COE HILL DRIVE PARKETTE,Park,None,110 COE HILL DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/369/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4741477110276, 43.641253154244]]}"
171,2569,850,RAINBOW PARK,Park,Playground,250 RORY RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2569/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4835900569593, 43.7203080329806]]}"
172,2117,1179,BARKDENE PARK,Park,None,50 BARKDENE HILLS,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2117/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2341277221283, 43.7168510549657]]}"
173,967,268,DELMA PARK,Park,Playground,38 DELMA DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/967/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.551868219011, 43.6030674404724]]}"
174,2050,332,EIGHTH STREET PARK,Park,Skateboarding,160 EIGHTH ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2050/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5079355541655, 43.6025420765678]]}"
175,2459,743,MUIR PARK,Park,"Ball Diamond, Playground",66 MARTINDALE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2459/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2287656880328, 43.7349086298725]]}"
176,2686,2033,MICHAEL FELDMAN PARKETTE,Park,Playground,576 WILSON HEIGHTS BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2686/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4599835904821, 43.7546527024597]]}"
177,2124,1185,BAYVIEW - YORK MILLS PARKETTE,Park,None,320 YORK MILLS RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2124/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.383728413092, 43.7491856979214]]}"
178,551,1292,ELLISON PARK,Park,None,50 YEOMANS RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/551/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4422406039357, 43.7488387897477]]}"
179,339,406,GIBSON PARK,Park,None,30 PARK HOME AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/339/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.415232252995, 43.7690869938313]]}"
180,613,639,LITTLES ROAD PARK,Park,"Ball Diamond, Playground, Sports Field",30 LITTLES RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/613/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2057709473742, 43.8165727766699]]}"
181,1868,693,MAXOME PARK,Park,Playground,67 MAXOME AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1868/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3993938301102, 43.7877405718398]]}"
182,3499,36962,CORKTOWN COMMON,Park,"Firepit, Playground, Sports Field, Washroom",155 BAYVIEW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3499/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3524612223528, 43.654418402689]]}"
183,878,904,ROYAL CREST PARK,Park,"Playground, Sports Field, Tennis Court, Washroom",50 CABERNET CIR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/878/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.6052923457683, 43.752791320237]]}"
184,2147,108,BISHOP PARK,Park,Playground,45 BISHOP AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2147/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4125319352302, 43.7818852521797]]}"
185,2333,1315,GARNIER PARK,Park,None,4 GARNIER CRT,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2333/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3941329046159, 43.8013249109258]]}"
186,2418,587,KIRKDENE PARK,Park,Playground,100 KIRKDENE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2418/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.138318914537, 43.795220926232]]}"
