price,address,mls,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Age,Area,Community,Bedrooms,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Lockers,Maintenance,Taxes,Tax Year,Central A/C Included,Common Elements Included,Water Included,Amenity,Feature,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Building Insurance Included,Cable Included,Heating Included,Hydro Included,Parking Included,Virtual Tour,Parking Space,Parking Description,Locker Quantity,Locker Level,Locker Number,Bedrooms Plus,Rooms Plus,Water supply,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Pool,Sewer,Parcel Number,Zoning,Exterior Features,Parking Charges,Energy Certificate,Green PIS,Kitchens Plus,Electricity,Gas,Cable,Telephone,Retirement,UFFI,Lot Irregularities,Handicap Equipped,Assesment Year,Parcel of Tied Land,Acres,Structure,Waterfront,Open House Date,Open House Start,Open House Finished,Water Supply,Assessment,Waterfront Features,Shore Allow,Shoreline Exposure,Transaction Type,Property Type,Attachment,Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Half Bathrooms,Flooring,Basement Status,Heating Fuel,Cooling,Total Stories,Parking Space (A),Parking Spaces (Total),Water,Location Description,Community Name,Size,Size Irregular,Depth,Size (Frontage),Video,Additional Monthly Fee,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Water Source,Appliances,Basement Features,Foundation,Lot Features,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Area Influence,Ceil Height (ft),Survey,Building Area Total,Alternate MLSN umber,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Kitchen Appliances,Window Features,Total Bathrooms,Main Level Bathrooms,Interior Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,INumber Of 2 Piece Bathrooms,Number Of Rooms Above Grade,Baths On Level Second Count,Baths Total Rooms,Number Of 4 Piece Bathrooms,Beds On Level Second Count,Kitchens Total,Beds Above Grade,Number Of Rooms Below Grade,Driveway Parking,Open Parking Spaces,Covered Spaces,Attached Garage,Open Parking,Association Fee Frequency,Directions,FarmLandAreaUnits,Frontage Type �,Lot Size Dimensions,Acres Range,Orig_lp_cd,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Com_cn_fee,Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
"$1,749,000",28 Eleventh Street,MLS® W10416291,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br']","['5.28 x 3.93', '5.06 x 2.95', '5.07 x 2.88', '4.26 x 3.96', '2.96 x 3.00', '2.97 x 2.73']","['Hardwood Floor, Fireplace, B/I Bookcase', 'Hardwood Floor, Renovated, Stained Glass', 'Renovated, Marble Counter, W/O To Deck', 'Hardwood Floor, 3 Pc Ensuite, Picture Window', 'Hardwood Floor, Closet, O/Looks Backyard', 'Hardwood Floor, Closet, O/Looks Backyard']",Sale,Detached,2-Storey,,,Toronto,New Toronto,3.0,3.0,1.0,6.0,N,,,,,Y,,,,Full,,Water,Brick,,,,2.0,2.0,,,5150.08,2024.0,,,,,Library,Lake Shore/Islington,Toronto W06,,,,,,,,,https://tours.bhtours.ca/28-eleventh-street/nb/,,,,,,,1.0,Municipal,Front Yard,0.0,"Pl 1101 Ptlt 4,  S/T Tb711302-As Described In Sch B",W,26.54,112.08,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,488,000",106 Cedar Brae Boulevard,MLS® E10416268,"['Family', 'Dining', 'Kitchen', 'Solarium', 'Br', '2nd Br', '3rd Br', 'Rec']","['4.57 x 6.03', '3.05 x 3.35', '3.20 x 3.66', '3.35 x 2.44', '2.84 x 3.29', '3.05 x 3.29', '3.96 x 4.27', '8.23 x 4.57']","['Open Concept', 'Open Concept', 'Tile Ceiling, O/Looks Backyard', '', 'Closet', 'Closet', 'Closet', '']",Sale,Detached,Bungalow,1500-2000,51-99,Toronto,Eglinton East,3.0,2.0,1.0,9.0,Y,,,,Central Air,Y,,,,Sep Entrance,N,Forced Air,Brick,Attached,,,4.0,6.0,,,4968.91,2024.0,,,,,Golf,Lawrence Ave. E/ Bellamy Rd. N,Toronto E08,,,,,,,,,https://vimeo.com/1023470537,,,,,,1.0,,Municipal,Pvt Double,2.0,"PT LT 9 PLAN 3845 AS IN SC604489 SCARBOROUGH ,  CITY OF TORONTO",N,99.79,450.0,Feet,,Sewers,64790074.0,Single Family Residential,Stucco/Plaster,,N,N,,A,A,A,A,N,,,,,N,,,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7519612,-79.23455510000001
"$1,058,000",2 Fordover Drive,MLS® E10416206,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Breakfast', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec']","['2.06 x 2.18', '3.64 x 4.63', '2.93 x 3.17', '3.07 x 4.49', '1.41 x 2.01', '3.36 x 3.99', '3.07 x 3.23', '3.36 x 3.99', '5.72 x 6.70']","['Hardwood Floor, Closet, Crown Moulding', 'Hardwood Floor, Bay Window, Crown Moulding', 'Hardwood Floor, Crown Moulding, Large Window', 'Hardwood Floor, Marble Counter, Stainless Steel Appl', 'Hardwood Floor', 'Large Window, Hardwood Floor, Closet', 'Hardwood Floor, Closet, Large Window', 'Hardwood Floor, Closet, Large Window', 'Above Grade Window, Above Grade Window']",Sale,Detached,Sidesplit 3,,,Toronto,Guildwood,3.0,1.0,1.0,9.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,,,,2.0,2.0,,,3551.24,2023.0,,,,,,Guildwood Pkwy & Morningside Ave,Toronto E08,,,,,,,,,https://vimeo.com/1025605956,,,,,,,,Municipal,Private,0.0,LT 11 PL 5717 SCARBOROUGH; TORONTO,S,50.52,117.11,Feet,,Sewers,65220314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7550161,-79.18022599999999
"$2,999,000",34 Shaftesbury Avenue,MLS® C10416190,"['Living', 'Dining', 'Kitchen', '2nd Br', '3rd Br', 'Prim Bdrm', 'Family', 'Kitchen', 'Br']","['3.81 x 6.45', '3.81 x 6.45', '3.10 x 5.99', '3.71 x 4.32', '3.81 x 4.37', '3.81 x 4.98', '3.10 x 5.94', '2.13 x 2.84', '3.56 x 3.71']","['Gas Fireplace, Open Concept', 'W/O To Yard, Vaulted Ceiling', 'Centre Island, Stainless Steel Appl, Hardwood Floor', 'Hardwood Floor, Bay Window, O/Looks Backyard', 'Hardwood Floor, Double Closet', '5 Pc Ensuite, Large Closet, Hardwood Floor', 'Walk-Out, Halogen Lighting', '', 'Closet, B/I Shelves']",Sale,Detached,3-Storey,,,Toronto,Rosedale-Moore Park,3.0,3.0,1.0,6.0,N,,,,Central Air,Y,,,,Fin W/O,,Forced Air,Brick Front,,,,2.0,2.0,,,12066.93,2024.0,,,,,,Yonge/Shaftesbury,Toronto C09,,,,,,,,,,,,,,,1.0,1.0,Municipal,Private,0.0,Plan 662 Pt Lot 17,N,16.5,110.0,Feet,,Sewers,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5109635,-0.13344
"$5,999,999",3 Edgehill Road,MLS® W10416148,"['Kitchen', 'Dining', 'Family', 'Living', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Kitchen', 'Rec', 'Games', 'Br']","['3.91 x 4.85', '3.66 x 6.65', '5.11 x 8.18', '5.51 x 7.47', '4.01 x 4.47', '4.24 x 4.34', '3.43 x 4.22', '3.30 x 3.99', '2.62 x 3.40', '9.02 x 16.64', '5.03 x 8.03', '3.66 x 4.01']","['', '', '', '', '5 Pc Ensuite', '', '', '', '', '', '', '']",Sale,Detached,Bungalow,5000+,51-99,Toronto,Edenbridge-Humber Valley,5.0,5.0,2.0,11.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Stone,Attached,,,20.0,22.0,,,20628.0,2024.0,,,,,Ravine,Royal York to Edgehill,Toronto W08,,,,,,,,,https://unbranded.youriguide.com/3_edgehill_rd_toronto_on/,,,,,,1.0,5.0,Municipal,Pvt Double,2.0,"PT BLK X PL 2683 ETOBICOKE AS IN EB359976; PT LT 4 PL 1222 ETOBICOKE PT 3 & 4 64R3236; S/T EB427649; S/T EB110173,  EB157243; TORONTO (ETOBICOKE) ; CITY OF TORONTO",S,100.71,284.0,Feet,Indoor,Sewers,74920080.0,,,,N,N,1.0,,,,,,,303L/248R /170B,,2024.0,,.50-1.99,,,,,,,2884000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.66507,-79.5184297
"$849,900",25 Glenhaven Street,MLS® W10415852,[],[],[],Sale,Detached,Bungalow-Raised,,,Toronto,Beechborough-Greenbrook,2.0,2.0,1.0,6.0,N,,,,Wall Unit,N,,,,Sep Entrance,,Radiant,Brick Front,,,,1.0,1.0,,,3358.02,2024.0,,,,,Park,Eglinton Avenue & Keele Street,Toronto W04,,,,,,,,,,,,,,,1.0,2.0,Municipal,Front Yard,0.0,"PT LT 1 CON 3 WYS TWP OF YORK AS IN CA602115; S/T & T/W CA602115; TORONTO 30 (YORK) ,  CITY OF TORONTO",E,30.0,120.0,Feet,,Sewers,104910458.0,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6924252,-79.4698913
"$2,058,000",280 Westlake Avenue,MLS® E10415842,"['Living', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Br', 'Rec', 'Laundry']","['5.34 x 6.21', '5.34 x 4.08', '5.34 x 5.71', '5.34 x 7.09', '3.03 x 3.58', '3.03 x 3.28', '5.34 x 4.33', '2.37 x 4.37', '4.64 x 4.05', '2.17 x 8.11']","['Hardwood Floor, Pot Lights, Raised Floor', 'Stainless Steel Appl, Breakfast Bar, Combined W/Family', 'Combined W/Dining, Fireplace, W/O To Deck', '5 Pc Ensuite, His/Hers Closets, W/O To Balcony', 'Hardwood Floor, 4 Pc Bath, B/I Closet', 'Hardwood Floor, 4 Pc Bath, B/I Closet', '4 Pc Ensuite, Hardwood Floor, B/I Closet', 'Above Grade Window, Pot Lights, B/I Closet', 'Walk-Out, Large Window, Pot Lights', 'B/I Shelves, Combined W/Kitchen, Pot Lights']",Sale,Detached,2-Storey,2500-3000,,Toronto,Woodbine-Lumsden,4.0,5.0,1.0,7.0,Y,,,,Central Air,Y,,,,W/O,,Forced Air,Other,Built-In,,,2.0,3.0,,,8590.62,2024.0,,,,,Park,Main St & Lumsden Ave,Toronto E03,,,,,,,,,,,,,,,1.0,3.0,Municipal,Private,1.0,PLAN 1770 LOT 409,W,25.0,136.54,Feet,,Sewers,104330212.0,,Stucco/Plaster,,,,,,,,,,,,,,,,,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6208395,-122.3384779
"$1,159,000",3 Mccallum Court,MLS® W10415814,"['Living', 'Kitchen', 'Prim Bdrm', '2nd Br', 'Family', 'Pantry']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['', '', '', '', '', '']",Sale,Detached,Bungalow,,,Toronto,Stonegate-Queensway,2.0,1.0,1.0,6.0,N,,,,Central Air,N,,,,Finished,,Forced Air,Alum Siding,,,,3.0,3.0,,,3884.38,2024.0,,,,,,Royal York Rd / The Queensway,Toronto W07,,,,,,,,,,,,,,,,,Municipal,Private,0.0,"LT 16,  PL 3588 ; ETOBICOKE ,  CITY OF TORONTO",S,30.76,86.43,Feet,,Sewers,75240222.0,,,,,,,,,,,,,30.76 x 81.8 x 65.1 x 20 x 86.4 (446 m2),,,,,Garden Shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6912679,-79.7466422
"$899,000",10 Whispering Willow Pathway,MLS® E10415729,"['Living', 'Dining', 'Kitchen', 'Br', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Kitchen']","['3.05 x 4.80', '3.05 x 3.20', '2.40 x 4.50', '3.20 x 4.05', '2.90 x 2.90', '2.80 x 3.01', '2.70 x 3.05', '2.80 x 4.25', '1.79 x 2.40']","['Hardwood Floor', 'Hardwood Floor', 'Tile Floor', 'Tile Floor', 'Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor', 'Tile Floor', 'Tile Floor']",Sale,Detached,2-Storey,,,Toronto,Malvern,3.0,4.0,1.0,6.0,N,,,,Central Air,Y,,,,Fin W/O,,Forced Air,Brick,Built-In,,,1.0,2.0,,,1425.43,2023.0,,,,,,Neilson/Mclevan,Toronto E11,,,,,,,,,,,,,,,1.0,3.0,Municipal,Private,1.0,"UNIT 5,  LEVEL 1,  METROPOLITAN TORONTO CONDOMINIUM PLAN NO. 714,  PTS OF BLOCKS A & M PLAN M1926",N,35.47,65.52,Feet,,Sewers,117140005.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8117341,-79.2133553
"$1,649,000",35 Prennan Avenue,MLS® W10415615,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', 'Br', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Kitchen', 'Dining']","['3.74 x 5.15', '3.38 x 3.74', '4.51 x 3.53', '3.77 x 4.87', '3.31 x 4.61', '3.01 x 3.77', '3.20 x 3.31', '3.52 x 3.74', '3.74 x 4.90', '4.15 x 4.39', '2.84 x 2.91']","['B/I Bar, Picture Window', 'Combined W/Living', 'Intercom, B/I Range, Vinyl Floor', '4 Pc Ensuite, W/I Closet', 'Semi Ensuite', 'Closet', 'Closet', '', 'Wood Stove, B/I Bar', '', 'W/O To Yard']",Sale,Detached,2-Storey,2000-2500,31-50,Toronto,Islington-City Centre West,4.0,4.0,1.0,9.0,Y,,,,,Y,,,,Full,N,Forced Air,Brick,Attached,,,4.0,6.0,,,6430.45,2024.0,,,,,Park,Kipling & Bloor,Toronto W08,,,,,,,,,https://www.real-estate-photos.ca/35-prennan-ave/?mls,,,,,,1.0,5.0,Municipal,Pvt Double,2.0,"PT LT 50,  PL 1893,  AS IN EB500756; ETOBICOKE,  CITY OF TORONTO",W,50.0,110.0,Feet,,Sewers,75390154.0,,,,,,1.0,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6446611,-79.5378278
"$X,XXX,XXX",24 Duncairn Drive,MLS® W10415598,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Prim Bdrm', '2nd Br', '3rd Br', 'Living', 'Kitchen', 'Br', 'Family', 'Workshop']","['3.60 x 5.18', '2.47 x 4.80', '3.20 x 4.12', '3.20 x 4.12', '3.57 x 4.00', '3.32 x 3.65', '2.77 x 3.53', '3.93 x 4.39', '3.65 x 4.00', '3.23 x 3.35', '4.02 x 5.76', '2.77 x 3.61']","['Hardwood Floor, Open Concept, O/Looks Living', 'Hardwood Floor, Open Concept, O/Looks Living', 'Ceramic Floor, Granite Floor, Stainless Steel Appl', 'Ceramic Floor, Combined W/Kitchen', 'Hardwood Floor, Closet, Window', 'Hardwood Floor, Closet, Window', 'Hardwood Floor, Closet, Window', 'Laminate', 'Laminate', 'Laminate', '', '']",Sale,Detached,Bungalow,,,Toronto,Princess-Rosethorn,3.0,2.0,1.0,7.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Alum Siding,Attached,,,2.0,3.0,,,5567.0,2024.0,,,,,,Rathburn/Martin Grove,Toronto W08,,,,,,,,,,,,,,,1.0,5.0,Municipal,Private,1.0,"LT 113,  PL 4532 ; ETOBICOKE ,  CITY OF TORONTO",W,45.12,110.12,Feet,,Sewers,74530098.0,RD,Brick Front,,,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.66078,-79.5538243
$1,114 Lord Seaton Road,MLS® C10415580,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Family', 'Den', 'Prim Bdrm', 'Sitting', '3rd Br', '4th Br', 'Rec', '5th Br']","['3.89 x 7.37', '3.33 x 5.26', '3.00 x 3.96', '4.72 x 4.75', '3.68 x 6.86', '3.45 x 5.13', '4.11 x 5.18', '2.84 x 3.33', '3.18 x 4.52', '3.81 x 4.78', '3.78 x 8.79', '4.72 x 4.75']","['Broadloom, Picture Window, Fireplace', 'Hardwood Floor, Bay Window, Formal Rm', 'Tile Floor, B/I Appliances, Breakfast Area', 'Tile Floor, Combined W/Kitchen', 'Hardwood Floor, B/I Bookcase, Fireplace', 'Hardwood Floor, Bay Window, Vaulted Ceiling', 'Laminate, 4 Pc Ensuite, Double Closet', 'Laminate, Double Closet', 'Laminate, 3 Pc Ensuite, W/W Closet', 'Laminate, Window, W/W Closet', 'Laminate, Fireplace, Open Concept', 'Laminate, Window, Closet']",Sale,Detached,Bungalow,,,Toronto,St. Andrew-Windfields,4.0,5.0,1.0,10.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Built-In,,,4.0,5.0,,,12696.0,2024.0,,,,,Park,Yonge And York Mills,Toronto C12,,,,,,,,,https://www.winsold.com/tour/376111,,,,,,1.0,2.0,Municipal,Private,1.0,LT 83 PL 3563 NORTH YORK; CITY OF TORONTO,N,75.0,150.0,Feet,Inground,Sewers,100980087.0,,Concrete,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7533863,-79.3967018
"$4,500,000",319 Betty Ann Drive,MLS® C10415504,"['Living', 'Dining', 'Office', 'Family', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Br', 'Rec']","['4.47 x 4.66', '4.60 x 5.18', '2.97 x 2.97', '6.06 x 7.99', '5.90 x 4.59', '5.45 x 6.12', '3.97 x 4.88', '3.97 x 4.94', '3.63 x 4.24', '3.18 x 4.03', '4.27 x 4.18', '4.63 x 12.39']","['Gas Fireplace, Coffered Ceiling, Pot Lights', 'Crown Moulding, Formal Rm, Coffered Ceiling', 'B/I Bookcase, Hardwood Floor, Window', 'Gas Fireplace, W/O To Deck, Led Lighting', 'B/I Appliances, Marble Counter, Hardwood Floor', 'B/I Closet, 5 Pc Ensuite, Hardwood Floor', 'W/I Closet, 3 Pc Ensuite, Coffered Ceiling', 'Hardwood Floor, 4 Pc Ensuite, Coffered Ceiling', 'Walk Through, 3 Pc Ensuite, Coffered Ceiling', '3 Pc Ensuite, Hardwood Floor, Coffered Ceiling', 'Hardwood Floor, Window, Pot Lights', 'Wet Bar, Porcelain Floor, Walk-Out']",Sale,Detached,2-Storey,,0-5,Toronto,Willowdale West,5.0,7.0,1.0,10.0,Y,,,,Central Air,Y,,,,Fin W/O,,Forced Air,Stone,Built-In,,,4.0,6.0,,,17376.4,2023.0,,,,,Hospital,Bathurst & Ellersile Ave,Toronto C07,,,,,,,,,https://my.matterport.com/show/?m=N7nkSnpwoTm,,,,,,2.0,2.0,Municipal,Private,2.0,LT 34 PL 4598 NORTH YORK; PT LT 35 PL 4598 NORTH YORK AS IN NY704422; TWP OF YORK/NORTH YORK,S,55.07,135.18,Feet,,Sewers,,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7647473,-79.4364406
"$1,848,000",20 Cedarcrest Drive,MLS® W10415466,"['Living', 'Kitchen', 'Dining', '3rd Br', 'Prim Bdrm', '2nd Br', 'Sitting', 'Exercise']","['3.85 x 4.74', '4.18 x 5.63', '4.18 x 5.63', '3.85 x 2.84', '3.85 x 3.79', '2.68 x 3.78', '3.80 x 4.32', '7.09 x 3.89']","['Hardwood Floor, Fireplace, B/I Bookcase', 'Granite Counter, Centre Island, Pot Lights', 'Hardwood Floor, W/O To Deck, Pot Lights', 'Hardwood Floor, Large Window, Closet', 'Hardwood Floor, Large Window, Closet', 'Hardwood Floor, Closet, Window', 'Pot Lights, Built-In Speakers, Laminate', 'Above Grade Window, Pot Lights, Hardwood Floor']",Sale,Detached,1 1/2 Storey,,,Toronto,Kingsway South,3.0,2.0,1.0,6.0,N,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,4.0,5.0,,,6189.68,2023.0,,,,,Public Transit,Royal York/Dundas St. W,Toronto W08,,,,,,,,,https://tours.digenovamedia.ca/20-cedarcrest-drive-toronto-on-m9a-2v5?branded=0,,,,,,,2.0,Municipal,Private,1.0,"PCL 14-1,  SEC M644 ; LT 14,  PL M644 ; ETOBICOKE...",E,75.1,101.55,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6557851,-79.5193687
"$1,049,999",65 Montvale Drive,MLS® E10415390,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Kitchen', 'Br', 'Br']","['4.45 x 4.42', '3.04 x 4.58', '3.01 x 4.67', '4.32 x 3.50', '3.38 x 3.98', '2.73 x 3.50', '4.29 x 3.60', '1.88 x 2.90', 'N/A', 'N/A', 'N/A']","['Hardwood Floor, Open Concept, Pot Lights', 'Hardwood Floor, Open Concept, Pot Lights', 'Backsplash, Stainless Steel Appl, Quartz Counter', 'Hardwood Floor, Large Closet, Large Window', 'Hardwood Floor, Large Closet, O/Looks Backyard', 'Hardwood Floor, Large Closet', 'Large Closet, Laminate, Window', 'Large Closet, Laminate, Window', 'Renovated, Pot Lights, Sliding Doors', 'Laminate, Window', 'Laminate, Window']",Sale,Detached,Bungalow,1100-1500,51-99,Toronto,Cliffcrest,3.0,4.0,1.0,7.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Attached,,,4.0,5.0,,,4177.0,2024.0,,,,,Public Transit,Midland/St. Clair,Toronto E08,,,,,,,,,,,,,,,4.0,4.0,Municipal,Private,1.0,"PCL 193-1,  SEC M672; LT 193,  PL M672",E,40.0,112.0,Feet,,Sewers,64220049.0,,,,N,N,1.0,Y,Y,Y,,,,,,,N,,Garden Shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7189188,-79.24627269999999
"$1,399,000",37 Roxanne Crescent,MLS® E10415345,"['Living', 'Dining', 'Family', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Kitchen', 'Br', 'Br']","['3.70 x 4.00', '3.00 x 4.00', '3.65 x 4.12', '2.90 x 5.28', '4.20 x 4.90', '3.70 x 3.75', '2.83 x 3.64', '3.00 x 3.90', '4.09 x 6.60', '2.97 x 1.76', '3.85 x 2.82', '4.09 x 1.80']","['Combined W/Dining, Hardwood Floor, Open Concept', 'Combined W/Living, Hardwood Floor, Open Concept', 'O/Looks Garden, Hardwood Floor, Open Concept', 'Ceramic Floor, Eat-In Kitchen, W/O To Deck', 'W/I Closet, Laminate, 4 Pc Ensuite', 'Large Closet, Laminate, O/Looks Garden', 'Large Closet, Laminate, O/Looks Garden', 'Closet, Laminate, O/Looks Frontyard', 'Brick Fireplace, Broadloom, Dropped Ceiling', 'Ceramic Floor, Dropped Ceiling', 'Broadloom', 'Broadloom']",Sale,Detached,2-Storey,,,Toronto,Milliken,4.0,4.0,1.0,8.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Brick,Attached,,,4.0,6.0,,,6201.56,2024.0,,,,,Hospital,Brimley Rd/ Steeles Ave E,Toronto E07,,,,,,,,,https://www.winsold.com/tour/370095,,,,,,2.0,4.0,Municipal,Pvt Double,2.0,PLAN 66M2146 LOT 99,E,7.13,42.34,Metres,,Sewers,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.825806,-79.2858321
