price,address,mls,office_name,office_type,office_address,Property Type,Building Type,Storeys,Square Footage,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Partial,Appliances Included,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Community Features,Maintenance Fees,Maintenance Fees Include,Maintenance Management Company,Total Parking Spaces,View,Below Grade,Flooring,Structures,Land Size,Basement Features,Basement Type,Style,Architecture Style,Fire Protection,Rental Equipment,Fireplace,Utility Sewer,Water,Amenities Nearby,Fencing,Frontage,Land Depth,Foundation Type,Utility Type,Zoning Description,Pool Type,Split Level Style,Landscape Features,Surface Water,Subdivision Name,Built in,Storage,Total Units,Above Grade Finished,Below Grade Finished,Access,Waterfront,Utility Communications,Construction Status,Construction Material,Waterfront Name,Other Style,Fireplace Fuel,Utility-Hydro,Other,Age Of Building,Business Type
"$599,000","1510 - 30 ORDNANCE STREETToronto (Niagara), Ontario M6K0C8",C10454129,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,Brokerage,"251 NORTH SERVICE ROAD STE #101OAKVILLE, Ontario L6M3E7",Single Family,Apartment,,600 - 699 sqft,Niagara,Condominium/Strata,"$2,582.20 (CAD)",Garage,8 hours,1,1,1,"Dishwasher, Microwave, Refrigerator, Stove","Balcony, In suite Laundry","Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$517 (CAD) Monthly,Common Area Maintenance,Wilson Blanchard Management Inc.,0,"View, City view, Lake view",,,Patio(s),,Apartment in basement,N/A,,,,,,,,Park,,,,,,E,Outdoor pool,,,Lake/Pond,,,,,,,,,,,,,,,,,,
"$650,000","2301 - 135 ANTIBES DRIVEToronto (Westminster-Branson), Ontario M2R2Z1",C10454134,SUTTON GROUP-ADMIRAL REALTY INC.,Brokerage,"1206 CENTRE STREETTHORNHILL, Ontario L4J3M9",Single Family,Apartment,,1200 - 1399 sqft,Westminster-Branson,Condominium/Strata,"$1,916.97 (CAD)",Underground,8 hours,2,2,,,Carpet Free,"Exercise Centre, Sauna, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$750 (CAD) Monthly,"Common Area Maintenance, Insurance, Parking, Water",Brilliant Property Management 416-623-3477,1,,,Hardwood,,,,,,,,,,,,"Hospital, Park, Place of Worship, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$799,900","31 - 184 WOODY VINE WAYToronto (Bayview Village), Ontario M2J4H5",C10453964,THE DIAMOND REALTY INC.,Brokerage,"1570 KIPLING AVENUETORONTO, Ontario M9R2Y1",Single Family,Row / Townhouse,2,1200 - 1399 sqft,Bayview Village,Condominium/Strata,"$2,727.62 (CAD)",Attached Garage,8 hours,3,3,1,,,"Visitor Parking, Fireplace(s)",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$602.33 (CAD) Monthly,"Common Area Maintenance, Parking",360 Community Management Ltd. 905 604-3602,2,,,"Hardwood, Porcelain Tile, Vinyl",Patio(s),,,N/A (Finished),,,"Security system, Smoke Detectors",,,,,"Hospital, Park, Public Transit, Schools",Fenced yard,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$626,000","1116 - 509 BEECROFT ROADToronto (Willowdale West), Ontario M2N0A3",C10454126,CENTURY 21 WENDA ALLEN REALTY,Brokerage,,Single Family,Apartment,,700 - 799 sqft,Willowdale West,Condominium/Strata,"$6,057.63 (CAD)",Underground,8 hours,1,1,,,Balcony,"Security/Concierge, Exercise Centre, Party Room, Sauna, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre, School Bus",$763.59 (CAD) Monthly,"Heat, Electricity, Water, Common Area Maintenance, Insurance, Parking",Del Property Management,1,City view,1,Hardwood,,,,,,,Smoke Detectors,,,,,"Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,688,000","109 MCKEE AVENUEToronto (Willowdale East), Ontario M2N4C2",C10453512,SUPERSTARS REALTY LTD.,Brokerage,"7676 WOODBINE AVE UNIT 110MARKHAM, Ontario L3R2N2",Single Family,House,1,,Willowdale East,Freehold,"$9,992.59 (CAD)",Attached Garage,8 hours,4,4,1,"Dishwasher, Dryer, Garage door opener, Range, Refrigerator, Washer, Water Heater, Window Coverings",,,Central air conditioning,Forced air (Natural gas),"Brick, Stucco",,,,,5,,3,"Laminate, Tile",,40 x 138.5 FT,Separate entrance,N/A (Finished),Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,40 ft,"138 ft ,6 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$528,900","3001 - 70 ANNIE CRAIG DRIVEToronto (Mimico), Ontario M8V0G2",W10446387,RIGHT AT HOME REALTY,Brokerage,"1550 16TH AVENUE BLDG B UNIT 3 & 4RICHMOND HILL, Ontario L4B3K9",Single Family,Apartment,,500 - 599 sqft,Mimico,Condominium/Strata,"$2,102.90 (CAD)",Underground,8 hours,1,1,,,"Balcony, Carpet Free","Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$394.89 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",FIRST RESIDENTIAL 416-251-9633,1,,,Laminate,,,,,,,,,,,,"Park, Public Transit",,,,,,,,,,Lake/Pond,,,,,,,,,,,,,,,,,,
"$585,000","1103 - 75 QUEENS WHARF ROAD EToronto (Waterfront Communities), Ontario M5V0J8",C10447613,SUTTON GROUP-ADMIRAL REALTY INC.,Brokerage,"1206 CENTRE STREETTHORNHILL, Ontario L4J3M9",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C1,Condominium/Strata,"$2,565.10 (CAD)",,8 hours,1,1,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$511.57 (CAD) Monthly,"Heat, Insurance, Water",Elite Property Management Inc,0,,1,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$999,900","S305 - 8 OLYMPIC GDN DRIVEToronto (Newtonbrook East), Ontario M2M0B9",C10447471,SUPERSTARS REALTY LTD.,Brokerage,"7676 WOODBINE AVE UNIT 110MARKHAM, Ontario L3R2N2",Single Family,Row / Townhouse,2,1000 - 1199 sqft,Newtonbrook East,Condominium/Strata,$0 (CAD),Underground,8 hours,3,3,1,"Cooktop, Dishwasher, Microwave, Oven, Range, Refrigerator, Washer, Window Coverings",,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$872 (CAD) Monthly,"Parking, Common Area Maintenance, Insurance",Duka Property Management,1,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$629,000","2712 - 251 JARVIS STREETToronto (Moss Park), Ontario M5B0C3",C10445471,SUPERSTARS REALTY LTD.,Brokerage,"7676 WOODBINE AVE UNIT 110MARKHAM, Ontario L3R2N2",Single Family,Apartment,,500 - 599 sqft,Moss Park,Condominium/Strata,"$2,281.77 (CAD)",Underground,8 hours,1,1,,"Dishwasher, Dryer, Range, Refrigerator, Stove, Washer",Balcony,"Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$534.58 (CAD) Monthly,"Common Area Maintenance, Parking, Insurance",First Service Residential,1,,1,Laminate,,,,,,,,,,,,,,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$1,598,000","161 DOWLING AVENUEToronto (South Parkdale), Ontario M6K3A9",W10442829,FOX MARIN ASSOCIATES LTD.,Brokerage,"489 COLLEGE ST #305TORONTO, Ontario M6G1A5",Single Family,House,2.5,,South Parkdale,Freehold,"$7,288.79 (CAD)",,8 hours,4,4,,,Lane,Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,1,,1,,,19 x 113 FT,"Apartment in basement, Separate entrance",N/A,Semi-detached,,,,,Sanitary sewer,Municipal water,"Public Transit, Schools, Beach, Park",,19 ft,113 ft,,,,,,,,,,,,,,,,,,,,,,,,,
"$900,000","44 LADYSBRIDGE DRIVEToronto (Morningside), Ontario M1G3H7",E10442857,REAL BROKER ONTARIO LTD.,Brokerage,"4145 NORTH SERVICE RD 2ND FLR #CBURLINGTON, Ontario L7L4X6",Single Family,House,1,1100 - 1500 sqft,Morningside,Freehold,"$3,376 (CAD)",Carport,8 hours,3,2,,"Dryer, Refrigerator, Stove, Washer",Ravine,,Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,,,,50 x 113 FT|under 1/2 acre,,,Detached,Raised bungalow,,,,Sanitary sewer,Municipal water,"Hospital, Park, Place of Worship, Public Transit, Schools",,50 ft,113 ft,Slab,,RD*101,,,,,,,,,,,,,,,,,,,,,,
"$1,274,900","48 WESTBROOK AVENUEToronto (Woodbine-Lumsden), Ontario M4C2G4",E10442840,EXP REALTY,Brokerage,"4711 YONGE ST 10/FLR STE BTORONTO, Ontario M2N6K8",Single Family,House,2,1100 - 1500 sqft,Woodbine-Lumsden,Freehold,"$5,049.94 (CAD)",,8 hours,3,3,2,"Range, Cooktop, Dishwasher, Dryer, Hood Fan, Oven, Refrigerator, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),Vinyl siding,"Community Centre, School Bus",,,,2,,,"Hardwood, Ceramic, Carpeted","Porch, Deck, Patio(s), Shed",25 x 100 FT|under 1/2 acre,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Hospital, Park, Public Transit",,25 ft,100 ft,Concrete,"Cable (Installed), Sewer (Installed)",RD,,,,,,,,,,,,,,,,,,,,,,
"$785,000","2505 - 159 DUNDAS STREET EToronto (Church-Yonge Corridor), Ontario M5B1E4",C10442881,RE/MAX COMMUNITY REALTY INC.,Brokerage,"203 - 1265 MORNINGSIDE AVETORONTO, Ontario M1B3V9",Single Family,Apartment,,700 - 799 sqft,Church-Yonge Corridor,Condominium/Strata,"$3,804.42 (CAD)",Underground,8 hours,2,2,,,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$784.25 (CAD) Monthly,"Common Area Maintenance, Heat, Insurance, Parking, Water",Icon Property Management,1,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$599,000","2202 - 70 TEMPERANCE STREETToronto (Bay Street Corridor), Ontario M5H0B1",C10442895,HOMELIFE LANDMARK REALTY INC.,Brokerage,"7240 WOODBINE AVE UNIT 103MARKHAM, Ontario L3R1A4",Single Family,Apartment,,500 - 599 sqft,Bay Street Corridor,Condominium/Strata,"$3,118.66 (CAD)",,8 hours,1,1,,,"Balcony, In suite Laundry","Security/Concierge, Exercise Centre, Storage - Locker",Central air conditioning,Forced air (Electric),Concrete,Pet Restrictions,$485.02 (CAD) Monthly,"Water, Common Area Maintenance, Insurance",Duka Property Management Inc,0,,1,Hardwood,,,,,,,,,,,,"Park, Public Transit",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$568,000","201 - 25 RICHMOND STREET EToronto (Church-Yonge Corridor), Ontario M5C0A6",C10442819,KROLL REAL ESTATE LTD.,Brokerage,,Single Family,Apartment,,500 - 599 sqft,Church-Yonge Corridor,Condominium/Strata,"$2,954.14 (CAD)",Underground,8 hours,1,1,,"Dishwasher, Dryer, Microwave, Oven, Refrigerator, Stove, Washer, Window Coverings",Balcony,"Security/Concierge, Exercise Centre, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$543.78 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",Forest Hill Kipling Residential,1,,,Hardwood,,,,,,,,,,,,"Park, Place of Worship, Public Transit, Schools",,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$535,990","202 - 25 NEIGHBOURHOOD LANEToronto (Stonegate-Queensway), Ontario M8Y0C4",W10442804,ENGEL & VOLKERS TORONTO CITY,Brokerage,"71 KING ST EASTTORONTO, Ontario M5C1G3",Single Family,Apartment,,500 - 599 sqft,Stonegate-Queensway,Condominium/Strata,$0 (CAD),Underground,9 hours,1,1,,"Dishwasher, Dryer, Refrigerator, Stove, Washer","Ravine, Conservation/green belt, Balcony","Security/Concierge, Exercise Centre, Party Room, Recreation Centre, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$562.46 (CAD) Monthly,"Heat, Insurance, Parking",Duka,0,,1,Laminate,,,,,,,,,,,,"Hospital, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$849,000","207 PELLATT AVENUEToronto (Humberlea-Pelmo Park), Ontario M9N2P5",W10442786,CHESTNUT PARK REAL ESTATE LIMITED,Brokerage,"1300 YONGE ST GROUND FLRTORONTO, Ontario M4T1X3",Single Family,House,1,,Humberlea-Pelmo Park W4,Freehold,"$3,569.29 (CAD)",Detached Garage,9 hours,2,1,,,,,Central air conditioning,Forced air (Natural gas),Vinyl siding,,,,,7,,1,,,45 x 130 FT,,N/A (Finished),Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,45 ft,130 ft,Poured Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$1,375,000","79 CLONMORE DRIVEToronto (Birchcliffe-Cliffside), Ontario M1N1X9",E9300102,"RE/MAX NIAGARA REALTY LTD, BROKERAGE",Brokerage,"5627 Main St. - Unit 4BNiagara Falls, Ontario L2G5Z3",Single Family,House,2,,Birchcliffe-Cliffside,Freehold,"$5,737 (CAD)","Attached Garage, Tandem",9 hours,3,2,,"Water meter, Blinds, Dishwasher, Dryer, Refrigerator, Two stoves, Washer","Sloping, Flat site",,Wall unit,Radiant heat (Natural gas),Brick,,,,,3,,1,"Hardwood, Tile, Ceramic",,41.05 x 120.15 FT|under 1/2 acre,"Separate entrance, Walk-up",N/A,Detached,,Smoke Detectors,,,Sanitary sewer,Municipal water,Public Transit,,41 ft,"120 ft ,1 in",Block,"Cable (Available), Sewer (Installed)",R,,,,,,,,,,,,,,,,,,,,,,
"$1,599,000","212 - 629 KING STREET WToronto (Waterfront Communities), Ontario M5V0G9",C10442878,"SOTHEBY'S INTERNATIONAL REALTY, BROKERAGE",Brokerage,"14 Queen Street, Unit 4Niagara on the Lake, Ontario L0S1J0",Single Family,Apartment,,1000 - 1199 sqft,Waterfront Communities C1,Condominium/Strata,"$6,158.64 (CAD)",Underground,9 hours,2,2,1,"Oven - Built-In, Range, Dishwasher, Hood Fan, Refrigerator, Stove",In suite Laundry,"Exercise Centre, Security/Concierge, Storage - Locker",Central air conditioning,Forced air (Natural gas),,Pet Restrictions,"$1,094.09 (CAD) Monthly","Insurance, Water, Heat",ELITE PROPERTY MANAGEMENT,1,City view,,,Patio(s),,,,,,,,,,,"Public Transit, Schools, Place of Worship, Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$899,000","902 - 15 MERCHANTS' WHARF EToronto (Waterfront Communities), Ontario M5A0N8",C10442813,SKYLETTE MARKETING REALTY INC.,Brokerage,"50 ACADIA AVE #122MARKHAM, Ontario L3R0B3",Single Family,Apartment,,700 - 799 sqft,Waterfront Communities C8,Condominium/Strata,"$3,125.54 (CAD)",Underground,9 hours,2,2,,Oven - Built-In,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$739.23 (CAD) Monthly,"Parking, Common Area Maintenance",Del Property Management (416-661-3151),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$380,800","103 - 2550 BATHURST STREETToronto (Forest Hill North), Ontario M6B2Z2",C10442783,CENTURY 21 MILLER REAL ESTATE LTD.,Brokerage,"209 SPEERS RD UNIT 10OAKVILLE, Ontario L6K2E9",Single Family,Apartment,,700 - 799 sqft,Forest Hill North,Undivided Co-ownership,"$1,436 (CAD)",Underground,9 hours,1,1,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Flat site, Carpet Free, In suite Laundry","Visitor Parking, Storage - Locker",Window air conditioner,Radiant heat,Brick,Pet Restrictions,$793.59 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance",ComField Ptroperty Management Services Inc.,1,City view,,"Laminate, Marble",,,Apartment in basement,N/A,,,Security system,,,,,,,,,,,R(d2*546),,,,,,,,,,,,,,,,,,,,,,
"$1,499,000","4 - 18 GREENBRIAR ROADToronto (Bayview Village), Ontario M2K0G7",C10442777,FOREST HILL REAL ESTATE INC.,Brokerage,"9001 DUFFERIN ST UNIT A9THORNHILL, Ontario L4J0H7",Single Family,Row / Townhouse,3,2000 - 2249 sqft,Bayview Village,Condominium/Strata,"$7,990 (CAD)",Underground,9 hours,3,3,1,"Dishwasher, Dryer, Oven, Refrigerator, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),Stone,Pet Restrictions,$566.88 (CAD) Monthly,Parking,MAPLE RIDGE COMMUNITY MANAGEMENT (MRCM) (905)507-6726,2,,1,Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$788,000","1018 - 270 DUFFERIN STREETToronto (South Parkdale), Ontario M6K3R4",W10442762,BAY STREET INTEGRITY REALTY INC.,Brokerage,"8300 WOODBINE AVE #519MARKHAM, Ontario L3R9Y7",Single Family,Apartment,,700 - 799 sqft,South Parkdale,Condominium/Strata,"$3,454.85 (CAD)",,9 hours,2,2,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",In suite Laundry,,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$596.58 (CAD) Monthly,Insurance,Melbourne Property Management,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$4,750,000","11 GIBSON AVENUEToronto (Thistletown-Beaumonde Heights), Ontario M9V2S5",C10442774,RE/MAX PROFESSIONALS INC.,Brokerage,"4242 DUNDAS ST W UNIT 9TORONTO, Ontario M8X1Y6",Single Family,House,2,,Thistletown-Beaumonde Heights,Freehold,"$8,418.95 (CAD)",Detached Garage,9 hours,5,4,,,,Fireplace(s),,Other (Natural gas),Stone,,,,,6,,2,,,202.24 x 374.06 FT,Apartment in basement,N/A,Detached,,,,,Sanitary sewer,Municipal water,,,"202 ft ,2 in",374 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$642,000","1301 - 215 FORT YORK BOULEVARDToronto (Niagara), Ontario M5V4A2",C10442747,ZOLO REALTY,Brokerage,"5700 YONGE ST #1900106458TORONTO, Ontario M2M4K2",Single Family,Apartment,,600 - 699 sqft,Niagara,Condominium/Strata,"$2,311.90 (CAD)",,9 hours,1,1,,"Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Balcony, Carpet Free, In suite Laundry","Security/Concierge, Exercise Centre, Party Room, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$633.70 (CAD) Monthly,Insurance,Maple Ridge Community,1,"Lake view, City view",1,,,,,,,,"Security guard, Security system, Smoke Detectors, Alarm system",,,,,Public Transit,,,,,,,Indoor pool,,,,,,,,,,,Waterfront,,,,,,,,,,
"$2,190,000","504 - 346 DAVENPORT ROADToronto (Annex), Ontario M5R1K6",C10442760,RARE REAL ESTATE,Brokerage,"1701 AVENUE RDTORONTO, Ontario M5M3Y3",Single Family,Apartment,,1400 - 1599 sqft,Annex,Condominium/Strata,"$10,872.04 (CAD)",Underground,9 hours,2,3,1,"Oven - Built-In, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings, Wine Fridge",Carpet Free,"Security/Concierge, Storage - Locker",Central air conditioning,Forced air (Natural gas),"Aluminum siding, Steel",Pet Restrictions,"$1,893.18 (CAD) Monthly",Parking,First Service Residential,1,,,"Marble, Hardwood, Tile",,,,,,,Monitored Alarm,,,,,"Schools, Public Transit",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$661,990","3009 - 5 DEFRIES STREETToronto (Regent Park), Ontario M5A0W7",C10442722,MILBORNE REAL ESTATE INC.,Brokerage,"385 MADISON AVENUETORONTO, Ontario M4V2W7",Single Family,Apartment,,,Regent Park,Condominium/Strata,$0 (CAD),Underground,9 hours,1,1,,,Balcony,"Security/Concierge, Exercise Centre, Party Room, Recreation Centre, Visitor Parking",Central air conditioning,Forced air (Natural gas),"Brick, Concrete","Pet Restrictions, Community Centre",$330.54 (CAD) Monthly,"Common Area Maintenance, Insurance",Crossbridge Condominium Services Ltd.,0,,,Laminate,,,,,,,,,,,,"Park, Place of Worship, Public Transit, Schools",,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$1,249,990","TH07 - 5 DEFRIES STREETToronto (Regent Park), Ontario M5A0W7",C10442715,MILBORNE REAL ESTATE INC.,Brokerage,"385 MADISON AVENUETORONTO, Ontario M4V2W7",Single Family,Apartment,,1000 - 1199 sqft,Regent Park,Condominium/Strata,$0 (CAD),Underground,9 hours,3,3,,,Balcony,"Security/Concierge, Exercise Centre, Party Room, Recreation Centre, Visitor Parking",Central air conditioning,Forced air (Natural gas),"Brick, Concrete","Pet Restrictions, Community Centre",$681.90 (CAD) Monthly,"Common Area Maintenance, Insurance, Parking",Crossbridge Condominium Services Ltd.,1,,,Laminate,,,,,,,,,,,,"Park, Place of Worship, Public Transit, Schools",,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$524,900","327 - 7 SMITH CRESCENTToronto (Stonegate-Queensway), Ontario M8Z0G3",W10442670,RE/MAX PARAMOUNT REALTY,Brokerage,"7420B BRAMALEA RDMISSISSAUGA, Ontario L5S1W9",Single Family,Apartment,,500 - 599 sqft,Stonegate-Queensway,Condominium/Strata,"$1,910 (CAD)",,10 hours,1,1,,,Balcony,,Central air conditioning,Forced air (Natural gas),Brick,"Pet Restrictions, Community Centre",$323.37 (CAD) Monthly,"Heat, Insurance, Common Area Maintenance, Parking",Crossbridge Management,0,View,,Laminate,,,,,,,,,,,,"Park, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$479,000","706 - 50 LOTHERTON PATHWAYToronto (Yorkdale-Glen Park), Ontario M6B2G8",W10442666,HOMELIFE/CHAMPIONS REALTY INC.,Brokerage,"8130 SHEPPARD AVENUE EAST SUITE 206TORONTO, Ontario M1B3W3",Single Family,Apartment,,600 - 699 sqft,Yorkdale-Glen Park,Condominium/Strata,"$1,051.47 (CAD)",Underground,10 hours,3,1,,,"Carpet Free, In suite Laundry","Party Room, Visitor Parking","Window air conditioner, Ventilation system",Baseboard heaters (Electric),Brick,"Pet Restrictions, Community Centre, School Bus",$766.86 (CAD) Monthly,"Heat, Electricity, Water, Common Area Maintenance, Insurance, Parking",GENERAL PROPERTY MANAGEMENT,1,,,Ceramic,Tennis Court,,,,,,"Alarm system, Security guard, Security system, Smoke Detectors",None,,,,"Park, Place of Worship, Public Transit, Schools",,,,"Block, Brick, Concrete",,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$705,000","1002 - 1 BLOOR STREET EToronto (Church-Yonge Corridor), Ontario M4W0A8",C10442674,SKYLETTE MARKETING REALTY INC.,Brokerage,"50 ACADIA AVE #122MARKHAM, Ontario L3R0B3",Single Family,Apartment,,500 - 599 sqft,Church-Yonge Corridor,Condominium/Strata,"$3,519 (CAD)",,10 hours,1,1,,,"Balcony, Carpet Free","Security/Concierge, Exercise Centre, Separate Electricity Meters, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pets not Allowed, Community Centre",$462 (CAD) Monthly,"Water, Insurance, Common Area Maintenance",APM@ONEBLOOR.NET 416.969.3388,0,View,,Hardwood,,,,,,,,,,,,"Hospital, Park, Public Transit, Schools",,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$478,888","907 - 3088 KENNEDY ROADToronto (Steeles), Ontario M1V5M4",E10442618,RE/MAX PARTNERS REALTY INC.,Brokerage,"550 HIGHWAY 7 EAST UNIT 103RICHMOND HILL, Ontario L4B3Z4",Single Family,Apartment,,800 - 899 sqft,Steeles,Condominium/Strata,"$1,479.13 (CAD)",Underground,10 hours,2,2,,,Carpet Free,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,Pets not Allowed,"$1,230.79 (CAD) Monthly","Heat, Electricity, Water, Insurance, Parking",Comfield Management Services Inc.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,088,000","56 RICHMOND PARK BOULEVARDToronto (Agincourt North), Ontario M1V3B6",E10442601,RE/MAX EXCEL REALTY LTD.,Brokerage,"120 WEST BEAVER CREEK RD #23RICHMOND HILL, Ontario L4B1L2",Single Family,House,2,,Agincourt North,Freehold,"$4,050.96 (CAD)",Garage,10 hours,4,3,1,,Carpet Free,,Central air conditioning,Forced air (Natural gas),Brick Facing,,,,,4,,1,"Laminate, Hardwood, Ceramic",Shed,38.81 x 108.66 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"38 ft ,9 in","108 ft ,7 in",Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$499,990","708 - 21 OVERLEA BOULEVARDToronto (Thorncliffe Park), Ontario M4H1P2",C10442661,RE/MAX EXCEL REALTY LTD.,Brokerage,"50 ACADIA AVE SUITE 120MARKHAM, Ontario L3R0B3",Single Family,Apartment,,600 - 699 sqft,Thorncliffe Park,Condominium/Strata,"$1,452.04 (CAD)",,10 hours,1,1,,"Dryer, Washer",Carpet Free,"Exercise Centre, Recreation Centre, Sauna, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$589.24 (CAD) Monthly,"Heat, Electricity, Water, Common Area Maintenance, Insurance, Parking, Cable TV",Nadlan-Harris Property Management Inc,1,,,"Laminate, Tile",Squash & Raquet Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
