,price,address,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Area,Community,Bedrooms,Bedrooms Plus,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Parking Space,Parking Description,Lockers,Locker Quantity,Locker Level,Maintenance,Taxes,Tax Year,Common Elements Included,Heating Included,Hydro Included,Water Included,Amenity,Parcel Number,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Virtual Tour,Locker Number,Building Insurance Included,Central A/C Included,Parking Included,Transaction Type,Property Type,Attachment,Size (Interior),Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Appliances,Construction Material,Heating Fuel,Cooling,Structure,Total Stories,View,Storage,Fire Protection,Parking Space (B),Parking Space (C),Parking Spaces (Total),Maintenance Fee,Payment Frequency,Water,Land Amenties,Building Amenities,Lot Features,Access,Sewer,Location Description,Pool,Size,Acres,Zoning Description,Video,UFFI,Feature,Age,Assessment,Assesment Year,Rooms Plus,Water supply,Kitchens Plus,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Zoning,Retirement,Taxes Included,Share Percentage,Exterior Features,Parcel of Tied Land,Handicap Equipped,Electricity,Gas,Cable,Telephone,Lot Irregularities,Cable Included,Building Area Total,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Attached,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Laundry Features,Kitchen Appliances,Patio And Porch Features,Total Bathrooms,Main Level Bathrooms,Main Level Bedrooms,Interior Features,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,Number Of Rooms Above Grade,Baths Total Rooms,Number Of 4 Piece Bathrooms,Kitchens Total,Beds Above Grade,Driveway Parking,Covered Spaces,Association Fee Frequency,Association,Association Fee Includes,Association Fee,Direction Faces,Directions,Water Source,FarmLandAreaUnits,Frontage Type �,Acres Range,Property Management Company,Condo Corporation Number,Energy Certificate,Green PIS,Open House Date,Open House Start,Open House Finished,Waterfront,Waterfront Features,Shore Allow,Shoreline Exposure,Half Bathrooms,Flooring,Basement Status,Parking Space (A),Community Name,Size Irregular,Depth,Size (Frontage),Additional Monthly Fee,Water Supply,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Basement Features,Foundation,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Survey,Alternate MLSN umber,Window Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,INumber Of 2 Piece Bathrooms,Baths On Level Second Count,Beds On Level Second Count,Number Of Rooms Below Grade,Open Parking Spaces,Attached Garage,Open Parking,Lot Size Dimensions,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Area Influence,Com_cn_fee,Ceil Height (ft),Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
268,1399000,81 Kingslake Road,"['Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Rec', 'Kitchen', 'Dining']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['Hardwood Floor, Pot Lights, Bay Window', 'Hardwood Floor, Pot Lights, Combined W/Living', 'Hardwood Floor, Stainless Steel Appl, Quartz Counter', 'Hardwood Floor, Pot Lights, W/O To Yard', 'Hardwood Floor, W/I Closet, 4 Pc Ensuite', 'Hardwood Floor, 3 Pc Ensuite, Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Laminate, Pot Lights', 'Laminate, Pot Lights, Combined W/Dining', 'Laminate, Pot Lights, Combined W/Kitchen']",Sale,Detached,2-Storey,2500-3000,Toronto,Don Valley Village,5.0,2.0,6.0,2.0,9.0,Y,,,,Central Air,Y,,,,Fin W/O,N,Forced Air,Brick,Attached,,,5.0,6.0,,,,,,,6366.08,2024.0,,,,,,100470220.0,Sheppard Ave E/Don Mills Rd E,Toronto C15,,,,https://youtu.be/-LnxINQgeqk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Park,,,,6.0,Municipal,,Private,1.0,"PARCEL 467-1,  SECTION M993 LOT 467,  PLAN 66M993,  COVENANTS AS IN A126222; THE EXCEPTIONS AND QUALIFICATIONS IN THE LAND TITLES ACT. EXCEPT THE PARTICULARS MENTIONED IN CLAUSES 2 & 3 OF SUB-SECTION 1 OF SECTION 51 R.S.O. 1960,  FROM WHICH PARTICULARS THE SA",W,55.07,110.1,Feet,Residential,N,,,,N,N,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.78460949999999,-79.3437929
269,1199000,25 Eastwood Avenue,"['Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec']","['3.77 x 7.01', '3.77 x 7.01', '3.66 x 4.55', '3.01 x 5.33', '3.99 x 5.01', '3.48 x 4.63', '3.55 x 3.67', '3.60 x 5.13']","['Pot Lights, Hardwood Floor', 'Pot Lights, Hardwood Floor', 'Greenhouse Kitchen, Cathedral Ceiling, W/O To Sundeck', 'Combined W/Den, Hardwood Floor, 3 Pc Ensuite', '4 Pc Ensuite, Hardwood Floor, Skylight', ', Hardwood Floor, Skylight', 'Open Concept, Hardwood Floor', 'Pot Lights, 3 Pc Bath']",Sale,Detached,2-Storey,,Toronto,Birchcliffe-Cliffside,3.0,,3.0,1.0,7.0,Y,,,,Other,Y,,,,Walk-Up,,Forced Air,Brick,Detached,,,4.0,4.0,,,,,,,4720.21,2024.0,,,,,,64470405.0,Warden / Kingston,Toronto E06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,1.0,Municipal,,Private,1.0,Lot 20 Plan 1812,E,35.0,95.89,Feet,,,,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8275008,-4.2865243
270,1299900,125 Renault Crescent,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Rec', 'Laundry', 'Workshop']","['1.42 x 3.25', '3.25 x 4.88', '2.92 x 3.05', '2.57 x 3.35', '3.61 x 3.89', '2.84 x 2.92', '2.64 x 3.58', '3.12 x 3.28', '3.35 x 4.57', '4.95 x 6.71', '2.21 x 3.86', '3.45 x 3.73']","['Tile Floor, Closet', 'Hardwood Floor, Large Window, Crown Moulding', 'Hardwood Floor, Large Window, Crown Moulding', 'Tile Floor, Ceiling Fan, Window', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Plate Rail, Closet', 'Hardwood Floor, Closet, O/Looks Backyard', 'Double Closet, Window, Pot Lights', 'Double Closet, Window, Tile Floor', 'Tile Floor, Wet Bar, Pot Lights', '', '']",Sale,Detached,Bungalow,,Toronto,Humber Heights,3.0,2.0,2.0,1.0,7.0,N,,,,Central Air,N,,,,Finished,,Forced Air,Brick,Attached,,,3.0,4.0,,,,,,,5336.0,2024.0,,,,,,73810113.0,Royal York Rd & Eglington Ave,Toronto W09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,5.0,Municipal,,Private,1.0,"LT 18,  PL 5736; S/T EB223479 ETOBICOKE,  CITY OF TORONTO",E,48.0,115.26,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-23 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6878476,-79.52511369999999
271,1499900,225 Lauder Avenue,"['Dining', 'Living', 'Kitchen', 'Prim Bdrm', 'Bathroom', '2nd Br', '3rd Br', 'Laundry', '4th Br', 'Rec', 'Utility']","['2.77 x 5.61', '4.60 x 5.37', '2.71 x 4.30', '3.02 x 9.92', '2.98 x 2.59', '2.99 x 3.40', '3.48 x 3.44', '0.95 x 2.70', '2.66 x 2.65', '4.74 x 6.00', '1.85 x 1.87']","['Bay Window, Hardwood Floor', 'Glass Doors, Pot Lights, Hardwood Floor', 'Family Size Kitchen, B/I Microwave, B/I Oven', 'W/O To Balcony, O/Looks Backyard, 5 Pc Ensuite', '5 Pc Ensuite, Soaker, Separate Shower', 'Double Closet, Hardwood Floor', '3 Pc Ensuite, Large Window, Hardwood Floor', '', '3 Pc Ensuite, Large Window, Vinyl Floor', 'Walk-Up, Large Window, Vinyl Floor', 'Separate Rm, Walk-Out, Tile Floor']",Sale,Detached,2-Storey,,Toronto,Oakwood Village,3.0,1.0,4.0,1.0,8.0,Y,,,,Central Air,N,,,,Sep Entrance,N,Forced Air,Stucco/Plaster,,,,1.0,1.0,,,,,,,7059.9,2024.0,,,,,,104750323.0,St Clair and Lauder,Toronto C03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,3.0,Municipal,,Front Yard,0.0,PT LT 1 PL 1574 TWP OF YORK; PT LT 2 PL 1574 TWP OF YORK AS IN CY678680; S/T & T/W CY678680;S/T SPOUSAL INTEREST IN DB71752; TORONTO (YORK),E,22.42,120.0,Feet,RM(f12;u2;d0.8*252),N,,,,,,,,,,Walk to St Clair Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-16 00:00:00.0,1:00 PM,5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6807927,-79.44031860000001
272,1349000,2 Allonsius Drive,"['Br', '2nd Br', '3rd Br', 'Bathroom', 'Dining', 'Living', 'Kitchen', 'Bathroom', 'Family', 'Kitchen', 'Office']","['3.81 x 3.90', '2.62 x 3.84', '2.74 x 2.93', '1.25 x 1.83', '3.05 x 3.66', '3.84 x 3.84', '3.05 x 4.27', '1.25 x 1.83', '3.81 x 6.43', '2.74 x 4.85', '2.16 x 3.50']","['Hardwood Floor, Window, Large Closet', 'Hardwood Floor, Window, Large Closet', 'Hardwood Floor, Window, Large Closet', 'Tile Floor, 4 Pc Bath, Window', 'Hardwood Floor, Large Window, Combined W/Living', 'Hardwood Floor, Large Window, Brick Fireplace', 'Tile Floor, Window, Double Sink', '2 Pc Bath, Window, Tile Floor', 'Mirrored Walls, Large Window, Mirrored Closet', 'Combined W/Laundry, Window, Laminate', 'Combined W/Family, Large Window, B/I Shelves']",Sale,Detached,Sidesplit 4,,Toronto,Eringate-Centennial-West Deane,3.0,1.0,2.0,1.0,8.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Brick,Detached,,,2.0,4.0,,,,,,,4721.0,2024.0,,,,,,74290055.0,Renforth and Burnhamthorpe Rd,Toronto W08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,3.0,Municipal,1.0,Available,2.0,"PCL 27-1,  SEC M698 ; LT 27,  PL M698 ; ETOBICOKE ,  CITY OF TORONTO",N,50.0,107.41,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-24 00:00:00.0,1:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6452403,-79.57475219999999
273,1399000,18 Goa Court,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', 'Br', 'Family', 'Br', 'Rec', 'Laundry', 'Rec', 'Furnace']","['3.38 x 4.58', '3.39 x 4.21', '3.36 x 3.55', '4.05 x 5.66', '3.05 x 3.75', '4.05 x 6.29', '3.45 x 3.75', '4.67 x 6.76', '3.15 x 3.33', '3.15 x 3.33', '3.81 x 6.20']","['Hardwood Floor, Combined W/Dining, O/Looks Frontyard', 'Hardwood Floor', 'Ceramic Floor, Eat-In Kitchen, Ceramic Back Splash', 'Parquet Floor, Large Closet, W/O To Balcony', 'Parquet Floor, Closet, O/Looks Backyard', 'Laminate, Fireplace, W/O To Sunroom', 'Parquet Floor, Closet, O/Looks Backyard', 'Above Grade Window, Broadloom', '', 'Vinyl Floor', '']",Sale,Detached,Backsplit 5,,Toronto,Alderwood,3.0,,4.0,1.0,8.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,3.0,4.0,,,,,,,5679.0,2024.0,,,,,,75850134.0,Browns Line/Valermo,Toronto W06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Fenced Yard,31-50,,,3.0,Municipal,,Private,1.0,"PCL 9-1,  SEC 66M2134 ; LT 9,  PL 66M2134; ETOBICOKE",S,36.58,120.35,Feet,,,,,,,,,,,,Attached original survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6082255,-79.53282469999999
274,2695000,38 Devondale Avenue,"['Living', 'Dining', 'Kitchen', 'Family', 'Office', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Rec', 'Br']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['Open Concept, Hardwood Floor, Large Window', 'Pot Lights, Hardwood Floor, Combined W/Living', 'Quartz Counter, Pantry, B/I Oven', 'Coffered Ceiling, W/O To Deck, Fireplace', 'Hardwood Floor, Large Window, French Doors', '6 Pc Ensuite, W/I Closet, Juliette Balcony', '3 Pc Ensuite, W/I Closet, Large Window', '3 Pc Ensuite, Large Closet, Window', 'Hardwood Floor, Semi Ensuite, Window', 'Hardwood Floor, Semi Ensuite, Window', 'Vinyl Floor, Combined W/Laundry, Walk-Out', 'Vinyl Floor, Closet, Window']",Sale,Detached,2-Storey,,Toronto,Newtonbrook West,5.0,2.0,6.0,2.0,10.0,Y,,,,Central Air,Y,,,,Fin W/O,,Forced Air,Stone,Attached,,,4.0,6.0,,,,,,,9294.54,2023.0,,,,,,101590116.0,Bathurst St / Finch Ave,Toronto C07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Park,,,,2.0,Municipal,,Available,2.0,Lt 101 Pl 4120 North York; Toronto (N York) City of Toronto,N,62.01,120.0,Feet,Single Family Residential,,,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.77805559999999,-79.4366378
275,1788000,10B Chauncey Avenue,"['Foyer', 'Dining', 'Kitchen', 'Living', 'Great Rm', 'Prim Bdrm', '2nd Br', '3rd Br', 'Office', 'Rec', 'Furnace', 'Cold/Cant']","['2.43 x 3.78', '3.68 x 4.33', '3.90 x 4.65', '4.26 x 5.69', '3.04 x 4.68', '4.98 x 5.28', '2.90 x 3.54', '2.83 x 3.65', '2.83 x 3.65', '5.34 x 11.40', '1.70 x 2.10', '2.18 x 3.76']","['Heated Floor, Porcelain Floor, Closet', 'Pot Lights, Hardwood Floor, 2 Pc Bath', 'Stainless Steel Appl, Breakfast Bar, Quartz Counter', 'Pot Lights, Hardwood Floor, W/O To Deck', 'O/Looks Dining, Hardwood Floor, W/O To Balcony', 'Vaulted Ceiling, Hardwood Floor, 4 Pc Ensuite', 'Vaulted Ceiling, Hardwood Floor, 4 Pc Bath', 'Combined W/Office, Hardwood Floor, Double Closet', 'Vaulted Ceiling, Hardwood Floor, Combined W/Br', 'Heated Floor, 3 Pc Bath, W/O To Yard', '', '']",Sale,Detached,2-Storey,2000-2500,Toronto,Islington-City Centre West,3.0,1.0,4.0,1.0,8.0,Y,,,,Central Air,N,,,,Sep Entrance,N,Forced Air,Stone,Attached,,,2.0,3.0,,,,,,,8468.64,2024.0,,,,,,,Chauncey Ave./Islington Ave.,Toronto W08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,< .50,,,No,Public Transit,0-5,,,1.0,Municipal,,Private,1.0,"Plan 1553,  Lot 112 Part 2",N,25.0,187.0,Feet,,N,,,Stucco/Plaster,,,Y,Y,Y,Y,"As Per Survey,  Schedule C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6381084,-79.5222881
276,1760000,41 Timbercreek Court,"['Foyer', 'Living', 'Dining', 'Family', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Br', 'Kitchen']","['4.75 x 4.75', '3.35 x 3.96', '3.36 x 3.96', '3.97 x 4.58', '6.90 x 4.00', '4.75 x 6.61', '3.67 x 3.96', '3.67 x 3.96', '3.15 x 3.33', '4.50 x 6.50', '3.50 x 2.00', 'N/A']","['Ceramic Floor, Open Concept, Closet', 'Hardwood Floor, Open Concept, Formal Rm', 'Hardwood Floor, Window, Coffered Ceiling', 'Hardwood Floor, Gas Fireplace, O/Looks Backyard', 'Eat-In Kitchen, W/O To Deck, Ceramic Floor', '5 Pc Ensuite, Hardwood Floor, W/I Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Laminate, Gas Fireplace, Walk-Out', 'Laminate, Closet', 'Ceramic Floor, Window']",Sale,Detached,2-Storey,2500-3000,Toronto,L'Amoreaux,4.0,1.0,4.0,1.0,8.0,Y,,,,Central Air,Y,,,,W/O,,Forced Air,Brick,Attached,,,2.0,4.0,,,,,,,6852.46,2024.0,,,,,,,Warden/Huntingwood,Toronto E05,,,,https://tour.uniquevtour.com/vtour/41-timbercreek-ct-scarborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,2.0,Municipal,1.0,Private,2.0,Plan 66M2388 Lot 44 Con 3 Part Lot 33,E,36.0,108.0,Feet,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4945993,-88.2180299
278,1389999,90A Bicknell Avenue,"['Kitchen', 'Dining', 'Living', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Kitchen', 'Rec', 'Laundry']","['3.77 x 2.67', '4.59 x 3.46', '4.59 x 3.46', '3.93 x 3.68', '3.88 x 3.08', '3.92 x 2.65', '2.19 x 3.62', '3.92 x 2.80', '2.79 x 3.31', '3.71 x 1.75']","['Stainless Steel Appl, O/Looks Dining, Quartz Counter', 'Pot Lights, Open Concept, Hardwood Floor', 'Pot Lights, Open Concept, O/Looks Frontyard', 'Mirrored Closet, Window, Hardwood Floor', 'Closet, Window, Hardwood Floor', 'Closet, Window, Hardwood Floor', 'Combined W/Den, Above Grade Window, Vinyl Floor', 'B/I Appliances, Above Grade Window, Breakfast Bar', 'Fireplace, Open Concept, Vinyl Floor', 'Closet, Above Grade Window, Vinyl Floor']",Sale,Detached,2-Storey,1100-1500,Toronto,Keelesdale-Eglinton West,3.0,1.0,3.0,1.0,6.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Brick,Detached,,,4.0,6.0,,,,,,,3898.0,2024.0,,,,,,104990105.0,Eglinton Ave W/Keele St,Toronto W03,,,,https://vimeo.com/1030577283?share=copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,< .50,,,,Library,,,,5.0,Municipal,1.0,Mutual,2.0,"PT LT 692 PL 2008 TWP OF YORK AS IN CY503951; S/T & T/W CY503951; TORONTO (YORK) ,  CITY OF TORONTO",W,30.04,105.29,Feet,RM,,,,Stucco/Plaster,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6859911,-79.475764
279,699000,15 Justice Gardens,"['Family', 'Kitchen', 'Living', 'Prim Bdrm', '2nd Br', 'Rec']","['2.36 x 3.15', '6.88 x 3.60', '5.23 x 3.60', '2.92 x 3.35', '2.92 x 3.05', '3.33 x 4.83']","['Tile Floor, Access To Garage, Window', 'Tile Floor, Combined W/Dining, W/O To Balcony', 'Laminate, Large Window, Open Concept', 'Laminate, Closet, W/O To Balcony', 'Laminate, Closet, Window', 'Laminate, Combined W/Laundry, Separate Shower']",Sale,Detached,3-Storey,,Toronto,Weston,2.0,,3.0,1.0,6.0,Y,,,,Central Air,N,,,,Finished,,Forced Air,Brick,Built-In,,,0.0,1.0,,,,,,,4978.41,2024.0,,,,,,,Weston Rd/Lawrence,Toronto W04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,0-5,,,,Municipal,,Private,1.0,"PART OF LOTS 11 AND 12,  REGISTERED PLAN 5,  TWP OF YORK,  DESIGNATED AS PART 8,  66R-26484",S,16.36,44.24,Feet,,,,,Stone,,,,,,,16.36 x 44.24 x 12.36 x 4.74 x 41.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7035338,-79.5254122
280,2038000,53 Ferrier Avenue,"['Living', 'Dining', 'Kitchen', 'Den', 'Prim Bdrm', '2nd Br', '3rd Br', 'Br', 'Rec', 'Br', 'Utility']","['4.51 x 7.21', '4.51 x 7.21', '3.41 x 4.84', '3.41 x 2.11', '3.41 x 6.84', '4.41 x 3.28', '2.70 x 2.71', '4.19 x 7.22', '4.17 x 5.69', '3.03 x 4.08', '4.17 x 1.67']","['Combined W/Dining, Gas Fireplace, Pot Lights', 'Combined W/Living, Pot Lights, Hardwood Floor', 'Breakfast Bar, Stainless Steel Appl, Ceramic Floor', 'W/O To Deck, Combined W/Kitchen, Sliding Doors', '3 Pc Ensuite, Double Closet, Large Window', 'Bay Window, Large Closet, Hardwood Floor', 'Broadloom, Track Lights', 'W/O To Terrace, Broadloom', 'Broadloom, 3 Pc Bath, Above Grade Window', 'Broadloom, Mirrored Closet', 'Combined W/Laundry, Laundry Sink']",Sale,Detached,2 1/2 Storey,,Toronto,Playter Estates-Danforth,4.0,1.0,4.0,1.0,8.0,N,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,0.0,2.0,,,,,,,7496.23,2024.0,,,,,,104030318.0,Danforth Ave & Carlaw Ave,Toronto E03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Park,,,,3.0,Municipal,,Mutual,1.0,PLAN 1410 LOT 27,E,25.0,100.0,Feet,,,,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-24 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6798522,-79.3486489
281,999999,369 Patricia Avenue,[],[],[],Sale,Detached,Bungalow-Raised,,Toronto,Newtonbrook West,3.0,2.0,2.0,1.0,6.0,Y,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Stucco/Plaster,Attached,,,1.0,2.0,,,,,,,6408.99,2024.0,,,,,,101570043.0,Yonge / Patricia / Bathurst,Toronto C07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,2.0,Municipal,,Available,1.0,"LT 178 PL 1880 TWP OF YORK; TORONTO (N YORK),  CITY OF TORONTO.",E,50.0,132.0,Feet,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7857791,-79.4375173
282,1898000,18 Kipling Grove Court,"['Dining', 'Kitchen', 'Family', 'Living', 'Br', 'Br', 'Br', 'Office']","['3.69 x 6.07', '6.59 x 7.01', '6.59 x 7.01', '5.67 x 6.70', '4.56 x 5.25', '4.56 x 3.34', '3.60 x 3.14', '2.27 x 2.45']","['Picture Window, Hardwood Floor', 'Combined W/Family, Open Concept, Centre Island', 'Combined W/Kitchen, Gas Fireplace, Hardwood Floor', 'Walk-Out, Hardwood Floor', 'Double Closet, W/I Closet, 4 Pc Ensuite', 'Closet, 3 Pc Ensuite, Hardwood Floor', 'Closet, Hardwood Floor, Window', 'Open Concept, Hardwood Floor, Window']",Sale,Detached,3-Storey,3000-3500,Toronto,Princess-Rosethorn,3.0,,4.0,1.0,7.0,Y,,,,Central Air,Y,,,,Full,N,Forced Air,Brick,Built-In,,,1.0,2.0,,,,,,,10722.18,2024.0,,,,,,74620262.0,Martin Grove/Rathburn,Toronto W08,,,,https://youriguide.com/18_kipling_grove_court_toronto_on/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Park,0-5,,,,Municipal,,Private,1.0,"LOT 51,  PLAN 66M2552 SUBJECT TO AN EASEMENT FOR ENTRY AS IN AT5182145 CITY OF TORONTO",N,30.02,121.42,Feet,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6626644,-79.5516516
