,link,Neighbourhood,address
290,/on/north-york-real-estate/801-920-sheppard-ave-w/home/gaQmD7z6OR17J9Bo/,Bathurst Manor,"801 - 920 Sheppard Ave W , North York - Bathurst Manor"
291,/on/toronto-real-estate/307-2511-bloor-st-w/home/MB5bO3x0NML3kWVP/,High Park-Swansea,"307 - 2511 Bloor St W , Toronto - High Park-Swansea"
292,/on/north-york-real-estate/909-95-mcmahon-dr/home/NkKJ3JdNQvWyd4V6/,Bayview Village,"909 - 95 McMahon Dr , North York - Bayview Village"
293,/on/north-york-real-estate/1408-25-sunrise-ave/home/PXRla7g5gxgYjEvL/,Victoria Village,"1408 - 25 Sunrise Ave , North York - Victoria Village"
295,/on/toronto-real-estate/601-38-stadium-rd-s/home/gAaOyL8dozZyGxMb/,Fort York-Liberty Village,"601 - 38 Stadium Rd S , Toronto - Niagara"
296,/on/scarborough-real-estate/922-18-mondeo-dr/home/eVbOYEpAoxR3x2P0/,Dorset Park,"922 - 18 Mondeo Dr , Scarborough - Dorset Park"
302,/on/toronto-real-estate/706-169-fort-york-blvd/home/JjAXw7QQaWM7QOzg/,Fort York-Liberty Village,"706 - 169 FORT YORK Blvd , Toronto - Niagara"
303,/on/scarborough-real-estate/922-18-mondeo-dr/home/eVbOYEpAoxR3x2P0/,Dorset Park,"922 - 18 MONDEO Dr , Scarborough - Dorset Park"
306,/on/etobicoke-real-estate/5j-brussells-st/home/weQp5yON8agYd0ZE/,Stonegate-Queensway,"5J Brussels St , Etobicoke - Stonegate-Queensway"
309,/on/toronto-real-estate/82-roseneath-gdns/home/10QqypNr0a23LGlV/,Oakwood Village,"82 Roseneath Gdns , Toronto - Oakwood Village"
310,/on/toronto-real-estate/191-chambers-ave/home/owJKR7PAV913XeLP/,Keelesdale-Eglinton West,"191 Chambers Ave , Toronto - Keelesdale-Eglinton West"
311,/on/scarborough-real-estate/33-78-nature-pathway/home/VgAaOyLX22myGxMb/,West Rouge,"33 - 78 Nature Ptwy , Scarborough - Rouge E11"
313,/on/north-york-real-estate/2505-115-mcmahon-dr/home/dXawjy4B5xW3rR18/,Bayview Village,"2505 - 115 McMahon Dr , North York - Bayview Village"
314,/on/toronto-real-estate/3-biggar-ave/home/L4KAX7NbdRz7eRPJ/,Wychwood,"3 Biggar Ave , Toronto - Wychwood"
316,/on/north-york-real-estate/27-windham-dr/home/EeVbOYE1aVYx2P0z/,Bayview Village,"27 Windham Dr , North York - Bayview Village"
317,/on/scarborough-real-estate/44-hart-ave/home/BGMnKYqLobB3w1Qr/,Kennedy Park,"44 Hart Ave , Scarborough - Kennedy Park"
319,/on/scarborough-real-estate/507-1250-bridletowne-circ-w/home/JjAXw7Q4KlzyQOzg/,East L'Amoreaux,"507 - 1250 Bridletowne Circ , Scarborough - L'Amoreaux"
320,/on/scarborough-real-estate/922-18-mondeo-dr/home/eVbOYEpAoxR3x2P0/,Dorset Park,"922 - 18 MONDEO Dr , Scarborough - Dorset Park"
324,/on/toronto-real-estate/706-169-fort-york-blvd/home/JjAXw7QQaWM7QOzg/,Fort York-Liberty Village,"706 - 169 FORT YORK Blvd , Toronto - Niagara"
327,/on/etobicoke-real-estate/5j-brussells-st/home/weQp5yON8agYd0ZE/,Stonegate-Queensway,"5J Brussels St , Etobicoke - Stonegate-Queensway"
328,/on/toronto-real-estate/82-roseneath-gdns/home/10QqypNr0a23LGlV/,Oakwood Village,"82 Roseneath Gdns , Toronto - Oakwood Village"
329,/on/north-york-real-estate/130-broadlands-blvd/home/2Z5BX32114O7Dar0/,Parkwoods-O'Connor Hills,"130 Broadlands Blvd , North York - Parkwoods-Donalda"
333,/on/north-york-real-estate/37-bassano-rd/home/weQp5yON08bYd0ZE/,Lansing-Westgate,"37 Bassano Rd , North York - Lansing-Westgate"
335,/on/etobicoke-real-estate/701-15-la-rose-ave/home/jAXw7Qw1k6MYQOzg/,Humber Heights-Westmount,"701 - 15 La Rose Ave , Etobicoke - Humber Heights"
336,/on/scarborough-real-estate/109-5225-finch-ave-e/home/r56k97w0VGP3KRjD/,Agincourt North,"109 - 5225 Finch Ave E , Scarborough - Agincourt North"
337,/on/north-york-real-estate/631-55-ann-o-reilly-rd/home/510Qqypeeae7LGlV/,Henry Farm,"631 - 55 Ann O'Reilly Rd , North York - Henry Farm"
339,/on/toronto-real-estate/403-480-queens-quay-w/home/aD6p781e8Dk3wRQr/,Harbourfront-CityPlace,"403 - 480 Queens Quay W , Toronto - Waterfront Communities C1"
340,/on/toronto-real-estate/107-strathnairn-ave/home/BGMnKYqdnBd3w1Qr/,Beechborough-Greenbrook,"107 Strathnairn Ave , Toronto - Beechborough-Greenbrook"
341,/on/toronto-real-estate/8-baby-point-rd/home/JjAXw7QDEk1yQOzg/,Lambton Baby Point,"8 Baby Point Rd , Toronto - Lambton Baby Point"
342,/on/etobicoke-real-estate/1416-islington-ave/home/L5VXv3leMKLYj2q8/,Princess-Rosethorn,"1416 Islington Ave , Etobicoke - Princess-Rosethorn"
343,/on/north-york-real-estate/1011-95-mcmahon-dr-n/home/jAXw7QwwgMmYQOzg/,Bayview Village,"1011 - 95 Mcmahon Dr , North York - Bayview Village"
344,/on/scarborough-real-estate/109-5225-finch-ave-e/home/r56k97w0VGP3KRjD/,Agincourt North,"109 - 5225 Finch Ave E , Scarborough - Agincourt North"
345,/on/north-york-real-estate/20-lower-links-rd/home/r56k97womPQ7KRjD/,St.Andrew-Windfields,"20 Lower LInks Rd , North York - St. Andrew-Windfields"
347,/on/scarborough-real-estate/1009-90-glen-everest-rd/home/J6Em7bnXZaj7XBeq/,Birchcliffe-Cliffside,"1009 - 90 Glen Everest Rd , Scarborough - Birchcliffe-Cliffside"
348,/on/etobicoke-real-estate/81-615-rathburn-rd-e/home/2Z5BX32WnQYDar0z/,Eringate-Centennial-West Deane,"81 - 615 Rathburn Rd , Etobicoke - Eringate-Centennial-West Deane"
349,/on/etobicoke-real-estate/56-636-evans-ave/home/weQp5yO4vj07d0ZE/,Alderwood,"56 - 636 Evans Ave , Etobicoke - Alderwood"
351,/on/north-york-real-estate/631-55-ann-o-reilly-rd/home/510Qqypeeae7LGlV/,Henry Farm,"631 - 55 Ann O'Reilly Rd , North York - Henry Farm"
352,/on/toronto-real-estate/403-480-queens-quay-w/home/aD6p781e8Dk3wRQr/,Harbourfront-CityPlace,"403 - 480 Queens Quay W , Toronto - Waterfront Communities C1"
353,/on/toronto-real-estate/38-poplar-plains-cres/home/N0A9X3jb0Ow3vgxV/,Casa Loma,"38 Poplar Plains Cres , Toronto - Annex"
355,/on/toronto-real-estate/458-donlands-ave/home/VaD6p78P9oA7wRQr/,Old East York,"458 Donlands Ave , Toronto - East York"
356,/on/etobicoke-real-estate/701-15-la-rose-ave/home/jAXw7Qw1k6MYQOzg/,Humber Heights-Westmount,"701 - 15 La Rose Ave , Etobicoke - Humber Heights"
358,/on/scarborough-real-estate/70-longsword-dr/home/bEDRYag21rA71VaB/,Agincourt North,"70 Longsword Dr , Scarborough - Agincourt North"
359,/on/scarborough-real-estate/43-eastport-dr/home/ZNkKJ3J9oAN7d4V6/,Centennial Scarborough,"43 Eastport Dr , Scarborough - Centennial Scarborough"
360,/on/toronto-real-estate/107-strathnairn-ave/home/BGMnKYqdnBd3w1Qr/,Beechborough-Greenbrook,"107 Strathnairn Ave , Toronto - Beechborough-Greenbrook"
361,/on/toronto-real-estate/8-baby-point-rd/home/JjAXw7QDEk1yQOzg/,Lambton Baby Point,"8 Baby Point Rd , Toronto - Lambton Baby Point"
362,/on/etobicoke-real-estate/1416-islington-ave/home/L5VXv3leMKLYj2q8/,Princess-Rosethorn,"1416 Islington Ave , Etobicoke - Princess-Rosethorn"
363,/on/north-york-real-estate/1011-95-mcmahon-dr-n/home/jAXw7QwwgMmYQOzg/,Bayview Village,"1011 - 95 Mcmahon Dr , North York - Bayview Village"
364,/on/scarborough-real-estate/109-5225-finch-ave-e/home/r56k97w0VGP3KRjD/,Agincourt North,"109 - 5225 Finch Ave E , Scarborough - Agincourt North"
365,/on/north-york-real-estate/20-lower-links-rd/home/r56k97womPQ7KRjD/,St.Andrew-Windfields,"20 Lower LInks Rd , North York - St. Andrew-Windfields"
367,/on/scarborough-real-estate/1009-90-glen-everest-rd/home/J6Em7bnXZaj7XBeq/,Birchcliffe-Cliffside,"1009 - 90 Glen Everest Rd , Scarborough - Birchcliffe-Cliffside"
368,/on/etobicoke-real-estate/81-615-rathburn-rd-e/home/2Z5BX32WnQYDar0z/,Eringate-Centennial-West Deane,"81 - 615 Rathburn Rd , Etobicoke - Eringate-Centennial-West Deane"
369,/on/etobicoke-real-estate/56-636-evans-ave/home/weQp5yO4vj07d0ZE/,Alderwood,"56 - 636 Evans Ave , Etobicoke - Alderwood"
371,/on/north-york-real-estate/631-55-ann-o-reilly-rd/home/510Qqypeeae7LGlV/,Henry Farm,"631 - 55 Ann O'Reilly Rd , North York - Henry Farm"
372,/on/toronto-real-estate/403-480-queens-quay-w/home/aD6p781e8Dk3wRQr/,Harbourfront-CityPlace,"403 - 480 Queens Quay W , Toronto - Waterfront Communities C1"
373,/on/toronto-real-estate/38-poplar-plains-cres/home/N0A9X3jb0Ow3vgxV/,Casa Loma,"38 Poplar Plains Cres , Toronto - Annex"
375,/on/toronto-real-estate/458-donlands-ave/home/VaD6p78P9oA7wRQr/,Old East York,"458 Donlands Ave , Toronto - East York"
376,/on/etobicoke-real-estate/701-15-la-rose-ave/home/jAXw7Qw1k6MYQOzg/,Humber Heights-Westmount,"701 - 15 La Rose Ave , Etobicoke - Humber Heights"
378,/on/scarborough-real-estate/70-longsword-dr/home/bEDRYag21rA71VaB/,Agincourt North,"70 Longsword Dr , Scarborough - Agincourt North"
379,/on/scarborough-real-estate/43-eastport-dr/home/ZNkKJ3J9oAN7d4V6/,Centennial Scarborough,"43 Eastport Dr , Scarborough - Centennial Scarborough"
380,/on/toronto-real-estate/101-evelyn-ave/home/XeEn7X6D6xEYrPo8/,High Park North,"101 Evelyn Ave , Toronto - High Park North"
381,/on/etobicoke-real-estate/13-hawthorne-rd/home/VLaGyG2JPnBYW1ZD/,Kingsview Village-The Westway,"13 Hawthorne Rd , Etobicoke - Kingsview Village-The Westway"
382,/on/toronto-real-estate/30-austin-ave/home/jJKdOYrQJEl354lW/,South Riverdale,"30 Austin Ave , Toronto - South Riverdale"
385,/on/toronto-real-estate/316-38-the-esplanade/home/bqB176WBwdM3ZajD/,St Lawrence-East Bayfront-The Islands,"316 - 38 The Esplanade , Toronto - Waterfront Communities C8"
388,/on/toronto-real-estate/712-8-dovercourt-rd-w/home/zVwod7vGvwr35mGN/,Little Portugal,"712 - 8 Dovercourt Rd , Toronto - Little Portugal"
389,/on/toronto-real-estate/58b-tecumseth-st/home/5xLkv3VPQjOyDBNr/,West Queen West,"58B Tecumseth St , Toronto - Niagara"
390,/on/toronto-real-estate/717-20-john-st/home/b1DBW7RRKZA7qlAp/,Wellington Place,"717 - 20 John St , Toronto - Waterfront Communities C1"
391,/on/scarborough-real-estate/32-graylee-ave/home/DO1w3Wqakxwy8Jg0/,Eglinton East,"32 Graylee Ave , Scarborough - Eglinton East"
392,/on/toronto-real-estate/804-dovercourt-rd-n/home/BXeEn7XgPAoyrPo8/,Dovercourt Village,"804 Dovercourt Rd N , Toronto - Dovercourt-Wallace Emerson-Junction"
394,/on/scarborough-real-estate/15-117-omni-dr/home/JjAXw7Ql69myQOzg/,Bendale-Glen Andrew,"15 - 117 Omni Dr , Scarborough - Bendale"
396,/on/scarborough-real-estate/112-beechgrove-dr/home/5xLkv3VVoXz3DBNr/,West Hill,"112 BEECHGROVE Dr , Scarborough - West Hill"
397,/on/north-york-real-estate/811-4673-jane-st/home/xmZRW7nwZMg3EBO9/,Black Creek,"811 - 4673 Jane St , North York - Black Creek"
398,/on/north-york-real-estate/9-circuit-crt/home/MB5bO3xjPbQykWVP/,York University Heights,"9 Circuit Crt , North York - York University Heights"
400,/on/toronto-real-estate/101-evelyn-ave/home/XeEn7X6D6xEYrPo8/,High Park North,"101 Evelyn Ave , Toronto - High Park North"
401,/on/etobicoke-real-estate/13-hawthorne-rd/home/VLaGyG2JPnBYW1ZD/,Kingsview Village-The Westway,"13 Hawthorne Rd , Etobicoke - Kingsview Village-The Westway"
402,/on/toronto-real-estate/30-austin-ave/home/jJKdOYrQJEl354lW/,South Riverdale,"30 Austin Ave , Toronto - South Riverdale"
405,/on/toronto-real-estate/316-38-the-esplanade/home/bqB176WBwdM3ZajD/,St Lawrence-East Bayfront-The Islands,"316 - 38 The Esplanade , Toronto - Waterfront Communities C8"
408,/on/toronto-real-estate/712-8-dovercourt-rd-w/home/zVwod7vGvwr35mGN/,Little Portugal,"712 - 8 Dovercourt Rd , Toronto - Little Portugal"
409,/on/toronto-real-estate/58b-tecumseth-st/home/5xLkv3VPQjOyDBNr/,West Queen West,"58B Tecumseth St , Toronto - Niagara"
410,/on/toronto-real-estate/717-20-john-st/home/b1DBW7RRKZA7qlAp/,Wellington Place,"717 - 20 John St , Toronto - Waterfront Communities C1"
411,/on/scarborough-real-estate/32-graylee-ave/home/DO1w3Wqakxwy8Jg0/,Eglinton East,"32 Graylee Ave , Scarborough - Eglinton East"
412,/on/toronto-real-estate/804-dovercourt-rd-n/home/BXeEn7XgPAoyrPo8/,Dovercourt Village,"804 Dovercourt Rd N , Toronto - Dovercourt-Wallace Emerson-Junction"
414,/on/scarborough-real-estate/15-117-omni-dr/home/JjAXw7Ql69myQOzg/,Bendale-Glen Andrew,"15 - 117 Omni Dr , Scarborough - Bendale"
416,/on/scarborough-real-estate/112-beechgrove-dr/home/5xLkv3VVoXz3DBNr/,West Hill,"112 BEECHGROVE Dr , Scarborough - West Hill"
417,/on/north-york-real-estate/811-4673-jane-st/home/xmZRW7nwZMg3EBO9/,Black Creek,"811 - 4673 Jane St , North York - Black Creek"
418,/on/north-york-real-estate/9-circuit-crt/home/MB5bO3xjPbQykWVP/,York University Heights,"9 Circuit Crt , North York - York University Heights"
421,/on/scarborough-real-estate/4-dulverton-rd/home/Z5BX32z0vDQ3Dar0/,Dorset Park,"4 Dulverton Rd , Scarborough - Dorset Park"
422,/on/north-york-real-estate/1601-18-parkview-ave/home/zVwod7vBr875mGNk/,Yonge-Doris,"1601 - 18 Parkview Ave , North York - Willowdale East"
423,/on/scarborough-real-estate/35-kirkdene-dr/home/BXeEn7XzVg0YrPo8/,West Rouge,"35 Kirkdene Dr , Scarborough - Rouge E10"
424,/on/etobicoke-real-estate/2207-16-brookers-lane/home/BDO1w3W1nwdy8Jg0/,Humber Bay Shores,"2207 - 16 Brookers Lane , Etobicoke - Mimico"
427,/on/etobicoke-real-estate/3-humber-ridge-dr/home/EXrx30XK25p3OklN/,Stonegate-Queensway,"3 Humber Ridge Dr , Etobicoke - Stonegate-Queensway"
428,/on/scarborough-real-estate/1608-410-mclevin-ave/home/damgL7AGMnmYZ1MW/,Malvern East,"1608 - 410 Mclevin Ave , Scarborough - Malvern"
430,/on/toronto-real-estate/521-270-wellington-st-w/home/owJKR7PdbJg7XeLP/,Wellington Place,"521 - 270 Wellington St W , Toronto - Waterfront Communities C1"
432,/on/north-york-real-estate/ph-205-153-beecroft-rd/home/NAKv53DWKmd7MnxB/,Lansing-Westgate,"PH 205 - 153 Beecroft Rd , North York - Lansing-Westgate"
433,/on/scarborough-real-estate/611-2628-mccowan-rd/home/damgL7ANqvb3Z1MW/,Agincourt North,"611 - 2628 McCowan Rd , Scarborough - Agincourt North"
436,/on/toronto-real-estate/1112-320-richmond-st-e/home/owJKR7P9k5O3XeLP/,Moss Park,"1112 - 320 Richmond St E , Toronto - Moss Park"
438,/on/toronto-real-estate/408-801-king-st-w/home/VaD6p78m65n3wRQr/,West Queen West,"408 - 801 King St W , Toronto - Niagara"
442,/on/toronto-real-estate/3-burnham-rd/home/Zaw5Yo5ajRl7n961/,Leaside-Bennington,"3 Burnham Rd , Toronto - Leaside"
443,/on/toronto-real-estate/1503-35-brian-peck-cres/home/0Zaw5Yoa9Gq7n961/,Thorncliffe Park,"1503 - 35 Brian Peck Cres , Toronto - Thorncliffe Park"
445,/on/toronto-real-estate/572-coxwell-ave/home/jJKdOYr8xDZ754lW/,Greenwood-Coxwell,"572 Coxwell Ave , Toronto - Greenwood-Coxwell"
447,/on/toronto-real-estate/3110-85-wood-st/home/mLzQ1y5LkKdYqdeK/,Church-Wellesley,"3110 - 85 Wood St , Toronto - Church-Yonge Corridor"
448,/on/etobicoke-real-estate/41a-algoma-st/home/J6Em7bnaE9n7XBeq/,Mimico-Queensway,"41A Algoma St , Etobicoke - Mimico"
449,/on/etobicoke-real-estate/218-5-richgrove-dr/home/0Zaw5YojLW03n961/,Willowridge-Martingrove-Richview,"218 - 5 Richgrove Dr , Etobicoke - Willowridge-Martingrove-Richview"
450,/on/etobicoke-real-estate/27-elmbrook-cres/home/gAaOyL8D6mzyGxMb/,Eringate-Centennial-West Deane,"27 Elmbrook Cres , Etobicoke - Eringate-Centennial-West Deane"
451,/on/scarborough-real-estate/1507-65-huntingdale-blvd/home/L5VXv3lDaML3j2q8/,L'Amoreaux West,"1507 - 65 Huntingdale Blvd , Scarborough - L'Amoreaux"
453,/on/etobicoke-real-estate/19-huson-crt/home/MB5bO3xxAnd3kWVP/,Mount Olive-Silverstone-Jamestown,"19 Huson Crt , Etobicoke - Mount Olive-Silverstone-Jamestown"
454,/on/etobicoke-real-estate/1123-30-shore-breeze-dr/home/dXze3eKPNjqy8m9K/,Humber Bay Shores,"1123 - 30 Shore Breeze Dr , Etobicoke - Mimico"
456,/on/toronto-real-estate/256-313-richmond-st-e/home/gJRv53KLeq4YVPW4/,Moss Park,"256 - 313 Richmond St E , Toronto - Moss Park"
457,/on/toronto-real-estate/7-doncaster-ave/home/oK8OgYB26AwYJmG2/,Woodbine-Lumsden,"7 Doncaster Ave , Toronto - Woodbine-Lumsden"
459,/on/toronto-real-estate/211-140-canon-jackson-dr/home/eVbOYEpAoVG3x2P0/,Beechborough-Greenbrook,"211 - 140 Canon Jackson Dr , Toronto - Beechborough-Greenbrook"
460,/on/toronto-real-estate/1077-broadview-ave/home/mLzQ1y5oblE3qdeK/,Broadview North,"1077 Broadview Ave , Toronto - Broadview North"
462,/on/toronto-real-estate/7-doncaster-ave/home/oK8OgYB26AwYJmG2/,Woodbine-Lumsden,"7 Doncaster Ave , Toronto - Woodbine-Lumsden"
464,/on/scarborough-real-estate/1507-65-huntingdale-blvd/home/L5VXv3lDaML3j2q8/,L'Amoreaux West,"1507 - 65 Huntingdale Blvd , Scarborough - L'Amoreaux"
465,/on/etobicoke-real-estate/218-5-richgrove-dr/home/0Zaw5YojLW03n961/,Willowridge-Martingrove-Richview,"218 - 5 Richgrove Dr , Etobicoke - Willowridge-Martingrove-Richview"
466,/on/toronto-real-estate/20-skylark-rd/home/DnM697kZObQybmwe/,Lambton Baby Point,"20 Skylark Rd , Toronto - Lambton Baby Point"
469,/on/toronto-real-estate/201-55-lorindale-ave/home/jJKdOYreeJb354lW/,Lawrence Park North,"201 - 55 Lorindale Ave , Toronto - Lawrence Park North"
470,/on/scarborough-real-estate/15-amethyst-rd/home/GMnKYqpN5Zd3w1Qr/,Tam O'Shanter-Sullivan,"15 Amethyst Rd , Scarborough - Tam O'Shanter-Sullivan"
471,/on/scarborough-real-estate/27-burkwood-cres/home/VaD6p78PmQz7wRQr/,Malvern East,"27 Burkwood Cres , Scarborough - Malvern"
473,/on/toronto-real-estate/2203-25-carlton-st/home/0ZxwR7MjqpB3KabB/,Downtown Yonge East,"2203 - 25 Carlton St , Toronto - Church-Yonge Corridor"
474,/on/scarborough-real-estate/98-portsdown-rd/home/DO1w3WqakDOy8Jg0/,Dorset Park,"98 Portsdown Rd , Scarborough - Dorset Park"
475,/on/toronto-real-estate/201-1a-dale-ave/home/kbEDRYagn6571VaB/,Rosedale-Moore Park,"201 - 1A Dale Ave , Toronto - Rosedale-Moore Park"
476,/on/toronto-real-estate/1006-mount-pleasant-rd/home/xLkv3V9ad9R7DBNr/,Mount Pleasant East,"1006 Mount Pleasant Rd , Toronto - Mount Pleasant West"
478,/on/toronto-real-estate/46-glebemount-ave/home/L4KAX7N5akzyeRPJ/,Danforth,"46 Glebemount Ave , Toronto - Danforth"
479,/on/north-york-real-estate/1206-205-hilda-ave/home/5VXv3lXKlRG3j2q8/,Newtonbrook West,"1206 - 205 Hilda Ave , North York - Newtonbrook West"
480,/on/scarborough-real-estate/98-portsdown-rd/home/DO1w3WqakDOy8Jg0/,Dorset Park,"98 Portsdown Rd , Scarborough - Dorset Park"
481,/on/toronto-real-estate/201-1a-dale-ave/home/kbEDRYagn6571VaB/,Rosedale-Moore Park,"201 - 1A Dale Ave , Toronto - Rosedale-Moore Park"
482,/on/toronto-real-estate/20-skylark-rd/home/DnM697kZObQybmwe/,Lambton Baby Point,"20 Skylark Rd , Toronto - Lambton Baby Point"
484,/on/toronto-real-estate/46-glebemount-ave/home/L4KAX7N5akzyeRPJ/,Danforth,"46 Glebemount Ave , Toronto - Danforth"
485,/on/north-york-real-estate/1206-205-hilda-ave/home/5VXv3lXKlRG3j2q8/,Newtonbrook West,"1206 - 205 Hilda Ave , North York - Newtonbrook West"
486,/on/toronto-real-estate/8-66-boultbee-ave/home/56k97wq5GNQYKRjD/,Blake-Jones,"8 - 66 Boultbee Ave , Toronto - Blake-Jones"
489,/on/toronto-real-estate/103-kent-rd/home/DnM697kog8b7bmwe/,Greenwood-Coxwell,"103 Kent Rd , Toronto - Greenwood-Coxwell"
490,/on/scarborough-real-estate/54-park-st/home/VaD6p788em07wRQr/,Birchcliffe-Cliffside,"54 Park St , Scarborough - Birchcliffe-Cliffside"
491,/on/north-york-real-estate/180-patricia-ave/home/PXRla7gaX69YjEvL/,Newtonbrook West,"180 Patricia Ave , North York - Newtonbrook West"
492,/on/scarborough-real-estate/50-gondola-cres/home/jJKdOYr5EMZ354lW/,Golfdale-Cedarbrae-Woburn,"50 Gondola Cres , Scarborough - Woburn"
493,/on/north-york-real-estate/1200-8-pemberton-ave/home/K8OgYBVlL24YJmG2/,Newtonbrook East,"1200 - 8 Pemberton Ave , North York - Newtonbrook East"
494,/on/toronto-real-estate/1407-10-yonge-st/home/gaQmD7zP8KLYJ9Bo/,St Lawrence-East Bayfront-The Islands,"1407 - 10 Yonge St , Toronto - Waterfront Communities C1"
496,/on/toronto-real-estate/239-christie-st/home/K8OgYBVeB1XYJmG2/,Annex,"239 Christie St , Toronto - Annex"
497,/on/north-york-real-estate/1901-3-pemberton-ave/home/x9w8o3mjE5ZYGKjm/,Newtonbrook East,"1901 - 3 Pemberton Ave , North York - Newtonbrook East"
498,/on/etobicoke-real-estate/534-200-manitoba-st/home/xmZRW7nVmR7EBO9J/,Humber Bay Shores,"534 - 200 Manitoba St , Etobicoke - Mimico"
500,/on/north-york-real-estate/1901-3-pemberton-ave/home/x9w8o3mjE5ZYGKjm/,Newtonbrook East,"1901 - 3 Pemberton Ave , North York - Newtonbrook East"
502,/on/toronto-real-estate/1407-10-yonge-st/home/gaQmD7zP8KLYJ9Bo/,St Lawrence-East Bayfront-The Islands,"1407 - 10 Yonge St , Toronto - Waterfront Communities C1"
505,/on/toronto-real-estate/239-christie-st/home/K8OgYBVeB1XYJmG2/,Annex,"239 Christie St , Toronto - Annex"
506,/on/etobicoke-real-estate/534-200-manitoba-st/home/xmZRW7nVmR7EBO9J/,Humber Bay Shores,"534 - 200 Manitoba St , Etobicoke - Mimico"
510,/on/north-york-real-estate/3107-21-hillcrest-ave-e/home/VaD6p781XqV3wRQr/,Yonge-Doris,"3107 - 21 Hillcrest Ave , North York - Willowdale East"
512,/on/north-york-real-estate/19-wentworth-ave/home/5xLkv3V1VKx7DBNr/,Lansing-Westgate,"19 Wentworth Ave , North York - Lansing-Westgate"
515,/on/etobicoke-real-estate/10-lloyd-manor-rd/home/Vwod7vreQz275mGN/,Princess-Rosethorn,"10 Lloyd Manor Rd , Etobicoke - Princess-Rosethorn"
518,/on/etobicoke-real-estate/2310-lakeshore-blvd-w/home/eVbOYEp2azO3x2P0/,Mimico-Queensway,"2310 Lakeshore Blvd W , Etobicoke - Mimico"
519,/on/north-york-real-estate/1506-80-antibes-dr/home/2Z5BX32mZbQ7Dar0/,Westminster-Branson,"1506 - 80 Antibes Dr , North York - Westminster-Branson"
522,/on/north-york-real-estate/1505-62-forest-manor-rd/home/0ZxwR7Mw9vBYKabB/,Henry Farm,"1505 - 62 Forest Manor Rd , North York - Henry Farm"
523,/on/scarborough-real-estate/ll65-123-omni-dr/home/ZEXrx30KRMN7OklN/,Woburn North,"LL65 - 123 Omni Dr , Scarborough - Bendale"
524,/on/toronto-real-estate/2412-1-yorkville-ave/home/EeVbOYEX5Pr3x2P0/,Annex,"2412 - 1 Yorkville Ave , Toronto - Annex"
525,/on/scarborough-real-estate/3-adirondack-gate/home/knbq6y1llpBYo9DA/,East L'Amoreaux,"3 Adirondack Gate , Scarborough - L'Amoreaux"
526,/on/toronto-real-estate/201-250-queens-quay-w/home/a6zqW7dKMKpy5eZE/,Harbourfront-CityPlace,"201 - 250 Queens Quay W , Toronto - Waterfront Communities C1"
